,Driver_ID,Distance_Feature,Speeding_Feature
1807,3423311106,35.39,7.0
1808,3423314097,56.91,8.0
1809,3423311238,48.66,4.0
1810,3423312089,57.91,4.0
1811,3423314164,41.25,6.0
1812,3423313732,46.26,8.0
1813,3423313474,27.99,2.0
1814,3423312992,40.4,5.0
1815,3423311802,45.54,3.0
1816,3423310453,34.68,6.0
1817,3423313022,48.75,6.0
1818,3423310495,46.79,7.0
1819,3423310810,53.83,6.0
1820,3423313635,51.13,5.0
1821,3423312908,61.03,7.0
1822,3423312714,32.3,5.0
1823,3423312652,55.84,5.0
1824,3423314391,29.73,4.0
1825,3423312368,58.43,5.0
1826,3423311886,45.56,3.0
1827,3423311891,56.99,7.0
1828,3423313490,42.04,4.0
1829,3423311878,54.03,3.0
1830,3423311278,49.17,5.0
1831,3423311769,55.12,6.0
1832,3423313722,39.28,6.0
1833,3423310639,39.88,4.0
1834,3423311085,34.49,8.0
1835,3423311913,50.52,7.0
1836,3423310880,40.7,2.0
1837,3423310483,53.33,3.0
1838,3423311540,34.04,5.0
1839,3423313182,45.54,11.0
1840,3423312660,52.09,8.0
1841,3423310716,45.01,8.0
1842,3423312576,52.06,3.0
1843,3423310555,58.46,5.0
1844,3423311488,37.58,7.0
1845,3423311565,46.91,2.0
1846,3423314294,48.57,8.0
1847,3423310796,25.39,7.0
1848,3423310684,53.29,8.0
1849,3423313063,55.97,3.0
1850,3423313667,39.14,7.0
1851,3423313092,48.74,4.0
1852,3423310945,52.26,2.0
1853,3423313077,67.57,7.0
1854,3423312842,38.43,4.0
1855,3423311256,29.59,4.0
1856,3423311455,39.81,8.0
1857,3423311617,37.84,3.0
1858,3423313223,53.56,2.0
1859,3423312633,48.79,2.0
1860,3423311947,37.66,2.0
1861,3423311599,52.05,7.0
1862,3423311931,65.27,6.0
1863,3423313587,38.74,6.0
1864,3423313321,29.28,3.0
1865,3423312496,21.6,3.0
1866,3423312889,28.7,0.0
1867,3423313467,46.08,7.0
1868,3423311868,42.02,5.0
1869,3423312820,49.96,1.0
1870,3423310950,48.05,9.0
1871,3423311171,61.36,5.0
1872,3423314400,52.83,7.0
1873,3423310865,69.19,4.0
1874,3423313510,33.2,3.0
1875,3423311555,51.27,5.0
1876,3423313396,54.48,2.0
1877,3423311501,42.47,7.0
1878,3423310730,46.2,5.0
1879,3423311581,47.92,2.0
1880,3423313265,49.43,5.0
1881,3423312039,38.26,5.0
1882,3423310562,30.5,5.0
1883,3423311654,48.88,7.0
1884,3423314105,49.45,4.0
1885,3423310620,60.69,6.0
1886,3423312325,57.36,7.0
1887,3423313350,51.15,6.0
1888,3423313365,30.3,1.0
1889,3423313303,55.41,3.0
1890,3423313593,44.98,3.0
1891,3423313903,56.9,10.0
1892,3423314383,36.37,5.0
1893,3423312957,55.2,1.0
1894,3423311046,66.98,9.0
1895,3423312584,65.93,3.0
1896,3423311081,50.89,5.0
1897,3423314023,40.97,3.0
1898,3423312484,46.17,3.0
1899,3423312829,43.19,5.0
1900,3423310985,42.01,6.0
1901,3423313831,66.26,6.0
1902,3423314326,48.41,6.0
1903,3423311714,64.68,10.0
1904,3423311028,65.17,2.0
1905,3423310801,40.48,4.0
1906,3423311664,38.74,7.0
1907,3423312198,39.83,4.0
1908,3423310627,42.94,3.0
1909,3423311499,54.04,7.0
1910,3423310927,35.32,6.0
1911,3423311149,62.47,4.0
1912,3423311335,39.72,7.0
1913,3423310587,47.95,9.0
1914,3423311699,40.29,7.0
1915,3423313159,51.25,5.0
1916,3423311009,51.77,3.0
1917,3423311742,32.28,8.0
1918,3423311036,44.08,5.0
1919,3423310657,52.84,4.0
1920,3423313110,48.98,3.0
1921,3423310855,57.0,8.0
1922,3423313310,58.22,5.0
1923,3423310474,41.38,2.0
1924,3423310738,45.01,7.0
1925,3423311816,43.28,9.0
1926,3423313686,52.78,9.0
1927,3423311939,37.25,8.0
1928,3423313937,53.88,3.0
1929,3423313731,53.84,6.0
1930,3423311583,52.7,1.0
1931,3423313180,44.56,4.0
1932,3423314253,50.16,7.0
1933,3423313910,51.76,4.0
1934,3423312417,40.61,4.0
1935,3423311564,56.47,8.0
1936,3423312172,41.94,6.0
1937,3423313036,62.92,7.0
1938,3423314076,65.48,7.0
1939,3423310533,48.82,2.0
1940,3423311504,39.13,4.0
1941,3423313413,30.27,4.0
1942,3423314166,47.01,6.0
1943,3423310846,39.04,4.0
1944,3423313644,36.6,4.0
1945,3423311550,60.09,3.0
1946,3423312431,38.5,7.0
1947,3423314140,60.46,3.0
1948,3423313339,48.26,5.0
1949,3423311193,46.74,2.0
1950,3423310674,44.85,2.0
1951,3423310813,61.38,6.0
1952,3423313385,63.88,6.0
1953,3423312894,44.43,4.0
1954,3423312546,59.64,6.0
1955,3423312324,55.07,1.0
1956,3423310582,56.72,7.0
1957,3423313956,52.33,4.0
1958,3423312579,47.04,7.0
1959,3423313263,45.59,6.0
1960,3423311374,45.47,5.0
1961,3423314207,50.18,3.0
1962,3423310871,38.85,8.0
1963,3423312920,51.57,3.0
1964,3423310763,56.38,1.0
1965,3423314218,43.52,8.0
1966,3423310714,53.46,5.0
1967,3423310625,45.74,4.0
1968,3423311755,46.48,6.0
1969,3423313620,50.63,8.0
1970,3423313898,43.06,3.0
1971,3423312192,34.77,4.0
1972,3423310485,47.34,5.0
1973,3423311469,59.12,11.0
1974,3423313663,41.22,4.0
1975,3423311211,46.41,10.0
1976,3423313639,45.58,4.0
1977,3423312415,45.28,7.0
1978,3423314069,55.43,6.0
1979,3423313569,54.32,4.0
1980,3423311805,40.04,3.0
1981,3423312851,62.46,5.0
1982,3423312423,60.24,4.0
1983,3423310887,54.78,6.0
1984,3423314192,52.11,4.0
1985,3423313163,46.1,6.0
1986,3423310700,46.13,9.0
1987,3423311304,45.62,5.0
1988,3423312122,56.74,3.0
1989,3423314310,42.62,4.0
1990,3423312810,74.88,7.0
1991,3423314096,33.22,3.0
1992,3423313978,39.93,4.0
1993,3423313243,60.35,2.0
1994,3423314127,54.66,4.0
1995,3423312463,34.96,6.0
1996,3423310631,58.1,8.0
1997,3423311753,46.64,2.0
1998,3423313430,63.0,6.0
1999,3423312330,48.1,9.0
2000,3423312904,38.66,3.0
2001,3423312018,48.91,0.0
2002,3423312641,63.5,4.0
2003,3423313056,44.26,4.0
2004,3423314329,36.23,3.0
2005,3423314174,45.16,5.0
2006,3423310513,49.35,8.0
2007,3423310662,49.73,11.0
2008,3423310883,54.63,5.0
2009,3423311575,54.04,7.0
2010,3423311410,60.63,6.0
2011,3423312147,40.05,0.0
2012,3423311757,61.61,1.0
2013,3423312910,45.63,8.0
2014,3423312017,40.1,4.0
2015,3423311739,35.24,7.0
2016,3423312620,49.02,7.0
2017,3423314022,50.07,8.0
2018,3423312715,54.38,4.0
2019,3423311378,56.85,3.0
2020,3423312760,42.39,4.0
2021,3423311719,49.53,4.0
2022,3423310918,37.42,8.0
2023,3423313148,57.2,6.0
2024,3423313770,38.4,4.0
2025,3423313465,50.1,5.0
2026,3423311803,53.42,1.0
2027,3423312728,50.55,4.0
2028,3423312568,45.7,7.0
2029,3423311595,48.56,3.0
2030,3423310529,59.31,7.0
2031,3423311921,46.6,4.0
2032,3423313145,49.49,3.0
2033,3423313637,40.67,5.0
2034,3423312661,62.34,3.0
2035,3423314360,56.89,7.0
2036,3423311323,52.19,4.0
2037,3423312532,39.67,5.0
2038,3423312354,49.69,5.0
2039,3423313371,56.33,3.0
2040,3423313800,44.21,5.0
2041,3423313618,43.54,6.0
2042,3423312142,33.63,5.0
2043,3423312764,58.27,1.0
2044,3423311566,40.18,6.0
2045,3423311043,50.38,5.0
2046,3423313897,37.68,5.0
2047,3423312207,50.65,3.0
2048,3423313960,44.0,7.0
2049,3423314157,50.05,8.0
2050,3423313575,56.99,7.0
2051,3423312618,66.04,5.0
2052,3423311698,33.17,2.0
2053,3423310520,45.31,6.0
2054,3423313919,64.43,8.0
2055,3423311835,52.05,4.0
2056,3423310996,45.12,4.0
2057,3423310509,55.8,8.0
2058,3423312284,55.43,4.0
2059,3423311084,43.25,4.0
2060,3423312549,55.56,4.0
2061,3423312124,47.95,8.0
2062,3423311019,66.13,5.0
2063,3423313559,50.75,2.0
2064,3423310804,64.75,4.0
2065,3423310848,36.52,7.0
2066,3423310866,60.46,4.0
2067,3423311217,49.37,9.0
2068,3423313432,50.69,7.0
2069,3423312849,70.29,8.0
2070,3423311140,50.64,2.0
2071,3423312912,38.68,4.0
2072,3423313757,56.9,3.0
2073,3423312161,43.42,8.0
2074,3423312385,40.0,6.0
2075,3423311994,66.08,4.0
2076,3423313944,62.75,6.0
2077,3423314408,50.25,10.0
2078,3423314263,41.55,3.0
2079,3423312976,51.98,3.0
2080,3423314112,56.02,5.0
2081,3423313296,47.55,3.0
2082,3423311050,45.86,6.0
2083,3423313014,44.31,4.0
2084,3423310637,63.6,2.0
2085,3423313325,51.62,6.0
2086,3423310910,47.76,3.0
2087,3423312596,49.68,9.0
2088,3423311922,45.02,5.0
2089,3423311021,37.79,3.0
2090,3423312853,49.27,5.0
2091,3423310751,39.67,9.0
2092,3423312208,50.9,9.0
2093,3423313406,29.54,5.0
2094,3423311222,44.2,6.0
2095,3423313423,59.43,5.0
2096,3423313358,45.78,8.0
2097,3423310459,48.82,5.0
2098,3423311846,51.48,6.0
2099,3423311894,36.11,9.0
2100,3423312958,47.52,6.0
2101,3423310624,57.27,9.0
2102,3423312959,47.95,5.0
2103,3423312197,49.19,7.0
2104,3423312143,54.0,4.0
2105,3423310981,52.27,7.0
2106,3423312371,62.39,4.0
2107,3423311166,48.22,5.0
2108,3423313734,71.83,5.0
2109,3423310711,42.53,3.0
2110,3423313107,41.02,9.0
2111,3423312384,39.76,8.0
2112,3423313589,54.67,4.0
2113,3423312801,65.55,3.0
2114,3423314158,56.67,5.0
2115,3423311997,58.09,3.0
2116,3423313217,45.26,11.0
2117,3423313264,48.47,6.0
2118,3423313482,60.23,2.0
2119,3423312743,39.97,3.0
2120,3423313035,67.34,1.0
2121,3423311858,67.87,3.0
2122,3423312028,29.69,6.0
2123,3423310961,54.15,5.0
2124,3423310845,51.15,3.0
2125,3423313098,50.1,5.0
2126,3423313535,68.64,3.0
2127,3423311822,54.16,3.0
2128,3423312110,43.23,3.0
2129,3423310767,63.62,4.0
2130,3423311938,52.73,3.0
2131,3423313612,64.16,7.0
2132,3423313138,50.08,3.0
2133,3423314250,47.15,3.0
2134,3423313941,49.3,1.0
2135,3423310766,43.37,4.0
2136,3423312362,49.88,5.0
2137,3423312786,55.95,8.0
2138,3423312753,47.52,8.0
2139,3423312379,56.61,6.0
2140,3423314230,53.26,6.0
2141,3423314084,55.77,5.0
2142,3423311902,44.67,7.0
2143,3423314320,55.07,4.0
2144,3423313435,39.75,3.0
2145,3423313962,65.73,5.0
2146,3423312498,49.55,3.0
2147,3423314128,59.63,4.0
2148,3423314095,54.67,5.0
2149,3423312022,56.32,8.0
2150,3423312339,44.71,6.0
2151,3423314187,45.95,3.0
2152,3423314239,54.84,6.0
2153,3423311014,47.34,6.0
2154,3423313149,45.73,3.0
2155,3423312036,48.84,7.0
2156,3423314308,57.45,6.0
2157,3423312642,60.97,9.0
2158,3423314219,50.64,4.0
2159,3423311642,52.12,5.0
2160,3423311898,34.72,5.0
2161,3423312951,53.49,4.0
2162,3423310494,56.82,3.0
2163,3423312408,50.26,5.0
2164,3423311737,44.29,6.0
2165,3423313152,29.93,4.0
2166,3423314006,58.14,7.0
2167,3423313332,43.63,8.0
2168,3423313989,52.03,4.0
2169,3423313710,55.81,6.0
2170,3423312056,69.54,7.0
2171,3423314446,35.54,6.0
2172,3423312068,37.06,8.0
2173,3423313649,44.46,4.0
2174,3423313555,53.36,11.0
2175,3423312531,54.1,8.0
2176,3423313739,41.54,8.0
2177,3423314429,37.17,2.0
2178,3423313206,48.39,5.0
2179,3423311608,51.92,7.0
2180,3423311969,60.39,7.0
2181,3423314316,40.03,4.0
2182,3423313564,32.36,5.0
2183,3423310894,65.55,2.0
2184,3423313246,58.83,3.0
2185,3423311662,59.37,6.0
2186,3423314170,74.91,5.0
2187,3423313917,51.97,5.0
2188,3423312187,35.67,5.0
2189,3423314217,41.93,4.0
2190,3423313037,48.01,6.0
2191,3423312155,29.85,6.0
2192,3423313627,57.22,7.0
2193,3423311098,52.76,4.0
2194,3423313228,71.84,3.0
2195,3423313862,57.11,5.0
2196,3423312877,45.24,3.0
2197,3423314322,65.49,6.0
2198,3423314378,58.16,9.0
2199,3423314175,30.44,3.0
2200,3423311489,58.54,7.0
2201,3423312662,55.85,5.0
2202,3423310611,54.94,7.0
2203,3423312688,66.46,6.0
2204,3423311775,44.42,6.0
2205,3423312611,63.96,5.0
2206,3423310602,44.38,5.0
2207,3423313560,67.31,5.0
2208,3423314393,54.63,2.0
2209,3423310527,50.98,0.0
2210,3423313532,66.8,6.0
2211,3423314366,52.43,6.0
2212,3423313188,39.4,8.0
2213,3423311368,50.63,3.0
2214,3423310931,49.28,6.0
2215,3423312094,72.16,5.0
2216,3423311538,36.74,7.0
2217,3423310553,52.48,8.0
2218,3423314367,59.95,7.0
2219,3423311507,65.88,8.0
2220,3423312203,49.83,9.0
2221,3423314056,60.85,5.0
2222,3423314068,59.7,10.0
2223,3423310585,66.76,2.0
2224,3423313205,50.68,4.0
2225,3423312523,44.67,5.0
2226,3423314268,53.88,4.0
2227,3423314327,48.34,4.0
2228,3423310870,46.08,3.0
2229,3423311061,58.53,8.0
2230,3423312897,53.43,6.0
2231,3423314225,51.34,8.0
2232,3423313329,74.11,6.0
2233,3423312033,55.79,5.0
2234,3423310604,71.3,8.0
2235,3423312742,59.34,9.0
2236,3423310838,73.13,3.0
2237,3423312269,38.97,4.0
2238,3423312211,31.88,7.0
2239,3423312306,26.14,5.0
2240,3423312547,35.39,8.0
2241,3423311300,60.21,6.0
2242,3423312502,49.17,0.0
2243,3423310502,35.29,3.0
2244,3423312740,51.57,5.0
2245,3423313769,56.01,4.0
2246,3423313347,59.08,5.0
2247,3423310859,56.78,6.0
2248,3423312859,56.02,5.0
2249,3423311071,31.3,5.0
2250,3423311597,56.1,9.0
2251,3423313541,60.55,7.0
2252,3423313013,64.6,3.0
2253,3423311738,32.09,6.0
2254,3423311766,52.49,6.0
2255,3423314350,61.01,7.0
2256,3423312278,57.26,6.0
2257,3423312751,34.42,6.0
2258,3423311871,44.44,7.0
2259,3423312250,45.53,5.0
2260,3423312320,44.78,6.0
2261,3423312086,31.13,6.0
2262,3423310971,39.02,4.0
2263,3423311669,53.34,2.0
2264,3423312615,51.01,5.0
2265,3423311529,48.81,6.0
2266,3423311268,50.16,4.0
2267,3423314080,66.56,4.0
2268,3423313277,51.05,4.0
2269,3423311918,51.44,5.0
2270,3423311029,49.22,5.0
2271,3423312216,44.82,7.0
2272,3423312949,55.23,8.0
2273,3423313156,45.51,3.0
2274,3423313409,44.53,4.0
2275,3423312822,25.9,3.0
2276,3423313829,61.28,6.0
2277,3423313392,30.89,5.0
2278,3423311482,41.6,6.0
2279,3423310717,69.79,6.0
2280,3423312659,47.48,3.0
2281,3423313167,50.64,3.0
2282,3423310821,62.55,3.0
2283,3423313250,40.97,6.0
2284,3423311779,64.38,6.0
2285,3423313681,72.33,5.0
2286,3423311399,57.8,8.0
2287,3423311230,60.3,7.0
2288,3423313873,45.25,8.0
2289,3423310740,61.46,6.0
2290,3423314252,50.14,3.0
2291,3423311353,51.31,2.0
2292,3423313307,41.42,6.0
2293,3423314412,33.65,8.0
2294,3423312710,37.09,7.0
2295,3423311851,35.76,7.0
2296,3423314302,54.8,6.0
2297,3423314092,41.47,6.0
2298,3423313608,43.54,4.0
2299,3423311727,42.72,3.0
2300,3423312840,56.12,2.0
2301,3423311967,51.91,6.0
2302,3423312554,39.26,7.0
2303,3423313973,50.81,5.0
2304,3423311210,53.0,5.0
2305,3423312365,43.65,8.0
2306,3423310519,58.17,5.0
2307,3423312221,58.88,5.0
2308,3423311152,49.9,6.0
2309,3423311661,49.94,3.0
2310,3423312045,63.02,3.0
2311,3423314279,41.73,4.0
2312,3423310960,58.95,2.0
2313,3423311776,52.33,6.0
2314,3423314272,49.25,7.0
2315,3423311841,71.63,6.0
2316,3423314155,53.34,8.0
2317,3423313233,40.49,5.0
2318,3423312422,35.32,2.0
2319,3423311760,41.45,3.0
2320,3423312136,61.34,5.0
2321,3423311536,43.15,8.0
2322,3423313924,42.32,5.0
2323,3423311426,30.44,4.0
2324,3423313340,56.59,6.0
2325,3423313147,45.05,4.0
2326,3423312846,47.22,7.0
2327,3423313693,34.87,4.0
2328,3423312341,47.16,4.0
2329,3423312355,44.75,3.0
2330,3423310539,41.62,9.0
2331,3423312493,47.67,4.0
2332,3423312500,51.09,7.0
2333,3423311123,54.14,8.0
2334,3423310649,74.51,5.0
2335,3423311787,51.47,7.0
2336,3423312129,29.96,6.0
2337,3423312606,35.52,6.0
2338,3423311791,51.63,7.0
2339,3423313720,31.73,8.0
2340,3423312983,65.39,5.0
2341,3423311687,41.39,10.0
2342,3423311342,43.95,5.0
2343,3423312082,54.48,8.0
2344,3423312805,58.12,8.0
2345,3423311364,53.04,4.0
2346,3423313425,43.05,4.0
2347,3423314244,56.28,7.0
2348,3423312726,42.21,8.0
2349,3423311147,35.47,3.0
2350,3423311950,42.97,8.0
2351,3423313842,70.3,2.0
2352,3423310829,41.82,3.0
2353,3423312558,63.43,10.0
2354,3423313345,45.45,3.0
2355,3423311317,56.25,6.0
2356,3423313600,41.64,1.0
2357,3423312867,49.85,5.0
2358,3423310709,44.93,5.0
2359,3423310638,45.35,6.0
2360,3423311570,66.26,3.0
2361,3423311522,56.11,1.0
2362,3423311157,40.37,4.0
2363,3423311167,27.14,4.0
2364,3423313338,46.89,6.0
2365,3423311302,52.27,1.0
2366,3423314078,40.92,6.0
2367,3423312393,58.37,2.0
2368,3423311795,32.08,4.0
2369,3423313503,50.93,6.0
2370,3423313718,67.87,2.0
2371,3423310644,59.36,7.0
2372,3423313081,47.05,5.0
2373,3423312390,59.87,4.0
2374,3423313634,32.52,10.0
2375,3423313095,43.65,2.0
2376,3423312128,49.98,4.0
2377,3423313872,61.27,6.0
2378,3423313970,40.5,4.0
2379,3423312505,62.04,5.0
2380,3423311573,50.56,3.0
2381,3423313047,31.4,7.0
2382,3423311449,41.91,6.0
2383,3423313360,38.34,4.0
2384,3423314182,42.44,3.0
2385,3423313088,45.94,6.0
2386,3423311907,60.7,3.0
2387,3423311827,55.02,3.0
2388,3423314156,50.91,5.0
2389,3423312565,54.92,2.0
2390,3423312727,65.84,6.0
2391,3423311076,55.84,4.0
2392,3423313400,51.61,2.0
2393,3423312680,45.94,3.0
2394,3423314410,31.39,5.0
2395,3423311707,41.02,7.0
2396,3423312716,34.61,6.0
2397,3423313933,34.0,6.0
2398,3423312966,34.34,0.0
2399,3423314227,53.94,4.0
2400,3423311493,53.75,3.0
2401,3423313311,69.02,5.0
2402,3423311900,60.75,5.0
2403,3423312725,50.41,3.0
2404,3423314005,49.24,5.0
2405,3423313315,65.23,5.0
2406,3423314133,44.8,7.0
2407,3423312603,48.77,6.0
2408,3423313859,48.43,3.0
2409,3423312746,56.71,8.0
2410,3423311454,53.06,5.0
2411,3423313397,26.95,8.0
2412,3423310852,46.54,4.0
2413,3423313782,43.23,4.0
2414,3423314404,59.07,1.0
2415,3423311227,35.88,4.0
2416,3423311946,49.41,7.0
2417,3423314305,45.0,7.0
2418,3423312866,58.96,6.0
2419,3423311359,60.01,6.0
2420,3423311040,43.02,7.0
2421,3423311636,43.2,7.0
2422,3423312657,62.91,7.0
2423,3423313359,39.21,6.0
2424,3423312785,40.92,7.0
2425,3423312048,41.31,5.0
2426,3423313289,69.15,3.0
2427,3423311080,69.44,8.0
2428,3423313508,48.14,3.0
2429,3423312240,53.95,3.0
2430,3423314213,62.97,2.0
2431,3423313344,74.19,9.0
2432,3423314445,51.73,3.0
2433,3423312234,28.32,3.0
2434,3423310456,46.75,4.0
2435,3423313685,47.98,8.0
2436,3423312561,43.98,4.0
2437,3423313255,41.47,6.0
2438,3423312462,77.94,8.0
2439,3423311607,53.72,6.0
2440,3423312051,60.71,6.0
2441,3423312151,52.3,4.0
2442,3423310728,56.09,6.0
2443,3423312671,25.69,8.0
2444,3423313623,45.3,5.0
2445,3423310591,58.88,6.0
2446,3423311831,59.43,6.0
2447,3423311712,57.76,5.0
2448,3423310997,47.29,3.0
2449,3423314398,28.69,6.0
2450,3423313570,42.88,5.0
2451,3423311505,57.96,2.0
2452,3423312041,46.72,3.0
2453,3423312861,60.59,8.0
2454,3423313236,36.03,6.0
2455,3423312183,64.94,1.0
2456,3423312272,53.9,4.0
2457,3423311993,49.08,5.0
2458,3423312439,38.58,3.0
2459,3423313108,38.13,4.0
2460,3423311345,46.65,3.0
2461,3423313848,46.88,6.0
2462,3423310891,49.9,4.0
2463,3423310668,48.73,8.0
2464,3423311729,31.88,6.0
2465,3423310632,62.58,5.0
2466,3423312593,61.6,3.0
2467,3423312180,52.03,4.0
2468,3423311430,28.98,5.0
2469,3423311162,64.43,3.0
2470,3423312865,48.26,3.0
2471,3423313661,53.25,3.0
2472,3423311236,45.32,4.0
2473,3423312544,49.93,11.0
2474,3423312783,50.28,6.0
2475,3423313038,48.58,8.0
2476,3423310919,67.82,6.0
2477,3423313516,59.91,6.0
2478,3423310672,64.55,7.0
2479,3423313438,58.33,3.0
2480,3423312302,32.88,6.0
2481,3423311910,57.98,6.0
2482,3423312970,52.67,6.0
2483,3423311195,51.51,5.0
2484,3423310817,54.46,3.0
2485,3423312796,69.63,5.0
2486,3423310827,49.92,2.0
2487,3423314053,48.66,6.0
2488,3423311190,38.6,2.0
2489,3423314172,39.93,5.0
2490,3423312713,66.74,6.0
2491,3423310656,40.44,6.0
2492,3423313652,52.86,5.0
2493,3423314050,39.75,8.0
2494,3423310968,61.33,1.0
2495,3423312251,57.2,2.0
2496,3423310911,65.91,3.0
2497,3423313169,40.0,9.0
2498,3423314198,49.98,4.0
2499,3423311110,66.0,3.0
2500,3423312748,52.84,4.0
2501,3423312598,59.6,5.0
2502,3423310844,48.82,6.0
2503,3423311027,41.85,6.0
2504,3423310791,53.52,9.0
2505,3423311752,47.65,6.0
2506,3423313901,56.01,6.0
2507,3423310722,46.18,1.0
2508,3423313007,64.8,8.0
2509,3423310973,69.64,8.0
2510,3423313677,56.23,2.0
2511,3423314288,34.12,4.0
2512,3423311478,61.8,1.0
2513,3423310702,31.13,4.0
2514,3423312582,73.18,8.0
2515,3423313997,55.61,6.0
2516,3423311241,51.84,2.0
2517,3423312443,59.76,4.0
2518,3423313696,54.84,7.0
2519,3423312357,36.31,6.0
2520,3423313719,29.94,4.0
2521,3423312621,49.01,4.0
2522,3423311194,47.93,5.0
2523,3423313162,54.86,4.0
2524,3423310719,34.3,8.0
2525,3423313189,53.1,4.0
2526,3423310583,41.62,4.0
2527,3423314070,67.55,9.0
2528,3423311294,60.29,6.0
2529,3423313566,60.44,3.0
2530,3423314134,30.15,6.0
2531,3423313146,48.98,7.0
2532,3423312206,45.56,4.0
2533,3423313090,46.39,7.0
2534,3423312712,54.84,3.0
2535,3423311360,45.67,7.0
2536,3423313454,47.0,5.0
2537,3423314201,40.99,7.0
2538,3423312689,50.64,5.0
2539,3423311362,53.24,3.0
2540,3423313617,61.45,9.0
2541,3423313059,48.35,3.0
2542,3423314229,33.51,4.0
2543,3423313380,47.64,5.0
2544,3423313184,31.37,5.0
2545,3423313906,41.53,5.0
2546,3423314323,56.07,6.0
2547,3423311340,54.43,4.0
2548,3423313281,65.17,4.0
2549,3423311464,50.66,6.0
2550,3423311746,56.41,7.0
2551,3423311836,49.76,5.0
2552,3423311867,44.0,4.0
2553,3423312419,55.67,2.0
2554,3423310914,53.45,5.0
2555,3423312944,48.64,6.0
2556,3423311143,39.16,5.0
2557,3423313835,43.46,6.0
2558,3423313000,48.79,5.0
2559,3423310732,51.7,5.0
2560,3423313427,34.76,5.0
2561,3423311884,41.93,6.0
2562,3423310508,64.32,4.0
2563,3423313076,45.64,6.0
2564,3423312446,49.3,5.0
2565,3423313033,41.5,4.0
2566,3423313115,54.82,5.0
2567,3423310902,48.47,4.0
2568,3423311492,43.07,1.0
2569,3423313113,64.36,6.0
2570,3423311034,66.9,5.0
2571,3423313372,60.9,6.0
2572,3423311132,42.6,5.0
2573,3423312037,60.85,5.0
2574,3423312792,66.57,2.0
2575,3423314236,53.67,6.0
2576,3423311113,65.02,11.0
2577,3423313097,43.18,4.0
2578,3423313253,52.0,3.0
2579,3423312643,54.1,4.0
2580,3423313748,47.57,6.0
2581,3423311682,49.57,5.0
2582,3423312749,44.84,7.0
2583,3423312779,55.73,1.0
2584,3423310921,37.3,5.0
2585,3423312218,55.44,5.0
2586,3423314104,47.04,4.0
2587,3423314171,51.36,9.0
2588,3423313808,70.59,2.0
2589,3423311226,56.02,6.0
2590,3423312874,46.99,7.0
2591,3423314115,53.64,3.0
2592,3423310907,39.17,4.0
2593,3423314369,39.19,8.0
2594,3423314193,52.8,7.0
2595,3423311508,55.62,3.0
2596,3423311553,43.95,3.0
2597,3423312105,39.31,6.0
2598,3423310990,42.46,5.0
2599,3423313362,47.59,4.0
2600,3423312085,40.71,5.0
2601,3423310771,31.62,2.0
2602,3423311606,31.14,9.0
2603,3423314047,39.21,6.0
2604,3423311526,50.7,7.0
2605,3423311339,47.91,4.0
2606,3423311138,54.47,4.0
2607,3423313529,47.52,2.0
2608,3423312934,65.2,7.0
2609,3423311657,59.48,4.0
2610,3423312789,62.58,5.0
2611,3423313511,50.47,6.0
2612,3423314083,53.41,3.0
2613,3423314093,83.42,5.0
2614,3423311116,58.78,3.0
2615,3423313290,41.65,7.0
2616,3423313023,53.0,3.0
2617,3423313826,56.12,0.0
2618,3423313172,37.54,5.0
2619,3423314027,46.08,7.0
2620,3423311961,34.55,7.0
2621,3423314295,46.45,4.0
2622,3423312811,66.17,6.0
2623,3423312869,44.1,2.0
2624,3423311860,56.24,5.0
2625,3423311652,53.48,5.0
2626,3423313085,70.32,4.0
2627,3423311181,46.94,6.0
2628,3423313899,36.98,6.0
2629,3423311793,49.3,3.0
2630,3423311035,27.04,6.0
2631,3423311048,45.28,6.0
2632,3423313244,50.03,2.0
2633,3423311876,68.13,2.0
2634,3423310986,26.78,2.0
2635,3423311305,58.24,5.0
2636,3423314062,46.98,6.0
2637,3423312616,34.04,9.0
2638,3423310808,53.49,4.0
2639,3423311991,44.63,2.0
2640,3423312238,51.27,6.0
2641,3423311460,62.51,4.0
2642,3423313642,42.25,5.0
2643,3423313616,39.53,6.0
2644,3423311957,46.59,4.0
2645,3423311767,27.8,6.0
2646,3423311255,52.12,7.0
2647,3423310601,49.26,7.0
2648,3423313447,55.56,5.0
2649,3423310756,40.53,4.0
2650,3423312294,53.96,1.0
2651,3423311691,44.44,7.0
2652,3423313755,61.23,3.0
2653,3423312095,32.67,3.0
2654,3423313916,36.99,3.0
2655,3423313312,49.41,4.0
2656,3423313286,57.89,6.0
2657,3423311291,50.86,5.0
2658,3423312353,57.64,8.0
2659,3423310943,51.43,5.0
2660,3423311213,37.73,3.0
2661,3423314183,58.56,3.0
2662,3423312428,45.26,4.0
2663,3423314399,37.1,6.0
2664,3423310952,44.41,3.0
2665,3423312511,50.62,7.0
2666,3423311701,55.14,1.0
2667,3423314222,39.01,5.0
2668,3423313931,52.11,7.0
2669,3423312522,64.48,5.0
2670,3423313074,48.69,6.0
2671,3423310691,57.18,5.0
2672,3423312520,59.04,6.0
2673,3423312589,48.86,7.0
2674,3423313528,59.12,7.0
2675,3423312414,45.86,7.0
2676,3423311161,60.78,0.0
2677,3423312541,56.91,5.0
2678,3423312451,34.95,0.0
2679,3423312140,47.84,4.0
