Sub Category,Price,Discount,Rating,Title,Currency,Feature
Laptops & Notebook Computers,"$2,799.99 ",No Discount,No Reviews,"Microsoft Surface Laptop Studio 2 -  14.4"" Touchscreen 2-in-1 Laptop- Intel Evo Platform 13th Gen Intel Core i7-13700H Processor - GeForce RTX 4050 - Windows 11",$,"14.4"" HDR PixelSense Flow Touchscreen Display (2400 x 1600)   Wi-Fi 6E: 802.11ax compatible Gig+ and Bluetooth® 5.3   Windows 11 Home   NVIDIA® GeForce RTX™ 4050 GPU, 6GB   32GB LPDDR5x RAM"
Laptops & Notebook Computers,$799.99 ,No Discount,Rated 4.4 out of 5 stars based on 75 reviews.,"Dell Inspiron 15.6"" Touchscreen Laptop - AMD Ryzen 7 7730U 8-Core- AMD Radeon",$,AMD Ryzen 7 7730U (8-Core) Processor   Intel® Wi-Fi 5 (2x2/160) Gig+ and Bluetooth 5.0   AMD Radeon™ Graphics   1TB PCIe® NVMe™ M.2 Solid State Drive   Microsoft® Windows 11 Home (64-bit)
Laptops & Notebook Computers,"$1,499.99 ",No Discount,Rated 4.2 out of 5 stars based on 183 reviews.,"LG Gram 2-in-1 16"" Touchscreen Intel Evo Platform Laptop - 13th Gen Intel Core i7-1360P - 2560 x 1600 - Windows 11",$,"Intel Evo Platform Powered by 13th Gen Intel® Core™ i7-1360P (12-Core) Processor   16"" Touchscreen IPS WQXGA (2560 x 1600) 350-Nits Display   Intel® Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.1   Integrated FHD Webcam with Dual Mics and Facial Recognition"
Laptops & Notebook Computers,$699.99 ,No Discount,Rated 4.7 out of 5 stars based on 6 reviews.,Acer Nitro V 15.6” Gaming Laptop – 13th Gen Intel Core i5-13420H Processor – 1080p – Windows 11,$,"13th Gen Intel® Core™ i5-13420H (8-Core) Processor   NVIDIA® GeForce RTX™ 2050 Graphics, 4GB   15.6"" Widescreen IPS LED-Backlit FHD (1920 x 1080) 144Hz Display   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.1   Backlit Keyboard with Numeric Keypad"
Laptops & Notebook Computers,$699.99 ,No Discount,Rated 4.3 out of 5 stars based on 235 reviews.,"HP 15.6"" Touchscreen Laptop - AMD Ryzen 5 7520U - Windows 11 ",$,"AMD Ryzen™ 5 7520U Processor   15.6"" Touchscreen Micro-Edge BrightView HD (1366 x 768) 250-Nits Display   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.3   Backlit Keyboard with Numeric Keypad and Webcam with Privacy Shutter   Microsoft® Windows 11 Home (64-bit)"
Laptops & Notebook Computers,$549.99 ,After $150 OFF,Rated 4.4 out of 5 stars based on 32 reviews.,"MSI Modern 15.6"" Laptop - 12th Gen Intel Core i7-1255U - 1080p",$,"12th Gen Intel® Core™ i7-1255U Processor   Intel® Wi-Fi 6 (2x2/160) Gig + Bluetooth® 5.2   15.6"" FHD (1920 x 1080) 60Hz Display   Backlit Keyboard and 720p Webcam   Microsoft® Windows 11 Home (64-bit)"
Laptops & Notebook Computers,$69.99 ,No Discount,Rated 4.3 out of 5 stars based on 1941 reviews.,Allstate 3 Years Drops & Spills Protection (For New Computers Under $500),$,"Your Item is Covered for Drops, Spills and Life’s Accidents Plus Product Breakdowns During Normal Use   100% Parts & Labor, no Deductibles or Hidden Fees   Easy Online Claims 24/7   Free 2-way Express Shipping   Worldwide Coverage"
Laptops & Notebook Computers,"$1,199.99 ",No Discount,Rated 5 out of 5 stars based on 1 reviews.,"HP 16"" Pavilion Plus Laptop - NVIDIA GeForce RTX 3050 - Windows 11",$,"Intel® Evo™ platform powered by13th Generation Intel® Core™ i7-13700H (14-core) Processor   16"" Micro-Edge WQXGA (2560 x 1600) 48- 120 HZ 400-Nits Display   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.3   Backlit Keyboard and Webcam with Privacy Shutter   Microsoft® Windows 11 Home"
Laptops & Notebook Computers,"$1,399.99 ",After $300 OFF,Rated 4.4 out of 5 stars based on 28 reviews.,"Microsoft Surface Laptop 5 - 13.5"" 2256 x 1504 PixelSense Touchscreen Laptop - Intel Evo Platform 12th Gen Intel Core i7-1255U Processor",$,Includes Microsoft Office Home 15-Month Subscription (E-Delivery)   Intel Evo Platform Powered by 12th Gen Intel® Core™ i7-1255U Processor   Intel® Integrated Iris® Xe Graphics   Wi-Fi 6 (2x2/160) Gig+   Up to 18-hours of video playback
Laptops & Notebook Computers,$699.99 ,After $100 OFF,Rated 3.9 out of 5 stars based on 19 reviews.,"Lenovo Flex 5i 14"" Touchscreen  2-in-1 Laptop - 13th Gen Intel Core i5-1335U - Windows 11 - Abyss Blue",$,"13th Gen Intel® Core i5-1335U (10-Core) Processor   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.0   14"" Touchscreen IPS LCD with LED Backlit WUXGA (1920 x 1200) 300-Nits Display   Backlit Keyboard, Fingerprint Reader and Webcam with Privacy Shutter   Microsoft® Windows 11 Home (64-bit)"
Laptops & Notebook Computers,"$1,799.99 ",No Discount,Rated 4.4 out of 5 stars based on 61 reviews.,"LG gram 17"" Intel EVO Platform Touchscreen Laptop - 13th Gen Intel Core i7-1360P - WQXGA (2560 x 1600) - Windows 11",$,"Intel13th Gen Intel® Core™ i7-1360P (12-Core) Processor   17.0"" Touchscreen Anti-Glare IPS WQXGA (2560 x 1600) 350-Nits Display   Intel® Wi-Fi 6 (2x2/160) Gig+ and Bluetooth 5.1   Integrated FHD Webcam with Dual Mics (Face Recognition)   Microsoft® Windows 11 Home"
Laptops & Notebook Computers,"$1,199.99 ",After $300 OFF,Rated 4.6 out of 5 stars based on 18 reviews.,Microsoft Surface Pro 9 Bundle - Intel Evo Platform 12th Gen Intel Core i7-1255U - 2880 x 1920 PixelSense Flow Display - Forest Green - Windows 11,$,Includes: Surface Pro Forest Green Signature Cover & Black Slim Pen 2   Intel Evo Platform Powered by 12th Gen Intel® Core™ i7 Processor   Intel® Integrated Iris® Xe Graphics   Wi-Fi 6 (2x2/160) Gig+   Up to 15.5-Hours of Typical Device Usage
Laptops & Notebook Computers,$549.99 ,No Discount,Rated 3.9 out of 5 stars based on 52 reviews.,"Acer Aspire 3 15.6"" Touchscreen Laptop - AMD Ryzen 5 7520U - FHD (1920 x 1080) - Windows 11",$,"AMD Ryzen™ 5 7520U Processor   15.6"" Touchscreen Widescreen ComfyView™ LED Backlit IPS FHD (1920 x 1080) Display   AMD Radeon™ Graphics   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth 5.2   Microsoft® Windows 11 Home"
Laptops & Notebook Computers,"$1,699.99 ",After $200 OFF,Rated 3.7 out of 5 stars based on 11 reviews.,"Dell 16 Gaming Laptop -  13th Gen Intel Core i9-13900HX - GeForce RTX 4070 - Windows 11, Metallic Nightshade Gray",$,"13th Gen Intel® Core™ i9-13900HX (24 Core) Processor   16"" QHD+ (2560 x 1600) Display 165Hz   Intel® Wi-Fi 6 (2x2/160) Gig+ and Bluetooth®   NVIDIA® GeForce RTX™ 4070, 8GB   Microsoft® Windows 11 Home"
Laptops & Notebook Computers,"$1,599.99 ",No Discount,Rated 3.8 out of 5 stars based on 31 reviews.,"Dell G15 Gaming Laptop -  13th Gen Intel Core i9-13900HX - GeForce RTX 4060 - Windows 11, Black",$,"13th Gen Intel Core i9-13900HX Processor   15.6"" FHD (1920 x 1080) 165hz Display   Intel® Wi-Fi 6 (2x2/160) Gig+ and Bluetooth®   NVIDIA® GeForce RTX™ 4060, 8GB   4-Zone RGB Backlit Keyboard with Numeric Keypad"
Laptops & Notebook Computers,"$2,799.99 ",No Discount,Rated 4.6 out of 5 stars based on 32 reviews.,"Lenovo LEGION Pro 7i 16"" Gaming Laptop - 13th Gen Intel Core i9-13900HX - GeForce RTX 4080 - 240Hz 2560 x 1600",$,"13th Gen Intel® Core™ i9-13900HX (24-Core) Processor   NVIDIA® GeForce RTX™ 4080, 12GB   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.1   16"" IPS LCD with LED-backlit Anti-glare WQXGA (2560 x 1600) 500-Nits 240Hz Display   RGB Backlit Keyboard and 1080p Webcam with E-privacy Shutter"
Laptops & Notebook Computers,"$2,699.99 ",After $600 OFF,Rated 3.2 out of 5 stars based on 31 reviews.,MSI Raider GE78HX 17 Laptop - 13th Gen Intel Core i9-13950HX - GeForce RTX 4080 - QHD+ (2560 x 1600) - Windows 11 ,$,"13th Gen Intel® Core™ i9-13950HX Processor   NVIDIA® GeForce RTX™ 4080, 12GB   17"" IPS QHD+ (2560 x 1600) 240Hz Display   Steel Series RGB Keyboard with Anti-Ghost Keyboard   Windows 11 Home (64-bit)"
Laptops & Notebook Computers,"$2,299.99 ",No Discount,Rated 4.5 out of 5 stars based on 47 reviews.,"Microsoft Surface Laptop 5 - 15"" 2496 x 1644 PixelSense Touchscreen Laptop -  Intel Evo Platform 12th Gen Intel Core i7-1255U Processor",$,Includes Microsoft 365 Family 15-Month Subscription (E-Delivery)   Intel Evo Platform Powered by 12th Gen Intel® Core™ i7-1255U Processor   Intel® Integrated Iris® Xe Graphics   Wi-Fi 6 (2x2/160) Gig+   Up to 17-hours of video playback
Laptops & Notebook Computers,$799.97 ,No Discount,Rated 4.3 out of 5 stars based on 103 reviews.,"LG gram 17"" Intel Evo Platform Laptop - 13th Gen Intel i7-1360P - 2560 x 1600 Display - Windows 11",$,"Intel Evo Platform Powered by 13th Gen Intel® Core i7-1360P (12-core) Processor   17"" Anti-Glare IPS WQXGA (2560 x 1600) Display   Intel® Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.1   2x USB 4.0 Type-C with Thunderbolt™ 4 Interface   Microsoft® Windows 11 Home (64-bit)"
Laptops & Notebook Computers,$999.99 ,No Discount,Rated 4.2 out of 5 stars based on 52 reviews.,MSI Cyborg Gaming Laptop - 13th Gen Intel Core i7-13620H - GeForce RTX 4050 - 144HZ 1080p ,$,"13th Gen Intel® Core™ i7-13620H Processor   NVIDIA® GeForce RTX™ 4050 Graphics, 6GB   Intel® Wi-Fi 6 (2x2/160) Gig+ Bluetooth® 5.2   15.6"" IPS FHD (1920 x 1080) 144Hz Display   Windows 11 Home (64-bit)"
Laptops & Notebook Computers,"$1,199.99 ",After $200 OFF,Rated 4.3 out of 5 stars based on 32 reviews.,"LG gram 17"" Intel Evo Laptop - 13th Gen Intel i7-1360P - WQXGA Touchscreen Display - Windows 11",$,"Intel Evo Platform Powered by 13th Gen Intel® Core™ i7-1360P (12-core) Processor   17"" Anti-Glare IPS WQXGA (2560 x 1600) Touchscreen Display   Intel® Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.1   2x USB 4.0 Type-C with Thunderbolt™ 4   Microsoft® Windows 11 Home"
Laptops & Notebook Computers,$899.99 ,After $100 OFF,Rated 2.7 out of 5 stars based on 3 reviews.,"Lenovo IdeaPad Ultraslim 7i Intel Evo Platform 14"" Touchscreen Laptop - 13th Gen Intel Core i7-1360P - 2.8K (2880 x 1800) - Windows 11",$,"Intel Evo Platform Powered by 13th Gen Intel® Core™ i7-1360P (12-core) Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.1   14"" Touchscreen LED Backlit IPS LCD 2.8K (2880 x 1800) 400-Nits Display   Backlit Keyboard with Fingerprint Reader and Webcam with Privacy Shutter   Microsoft® Windows 11 Home (64 bit)"
Laptops & Notebook Computers,"$1,099.99 ",After $200 OFF,Rated 3.7 out of 5 stars based on 6 reviews.,"MSI Summit E14Flip EVO 14"" 2-in-1 Touchscreen Laptop - 13th Gen Intel Core i7-1360P - QHD+ (2880 x 1800) - Windows 11",$,"Intel Evo Platform Powered by 13th Gen Intel Core i7-1360P Processor   KILLER™ AX1675 (2x2/160) Wi-Fi 6E Gig+ and Bluetooth 5.2   14"" Touchscreen IPS 100% DCI-P3 QHD+ (2880 x 1800) Display   Integrated 1080p IR FHD Webcam   Finger Print Reader and MSI Pen Included"
Laptops & Notebook Computers,$399.99 ,No Discount,Rated 5 out of 5 stars based on 2 reviews.,"ASUS 14"" CX3402CBA Chromebook Plus - 12th Gen Intel Core i3-1215U - 1080P",$,"12th Gen Intel® Core™ i3-1215U Processor   14"" IPS LED-Backlit FHD (1920 x 1080) 250-Nits Display   Intel® Wi-Fi 6 (2x2/160) Gig + Bluetooth® 5.3   Integrated FHD 1080p Webcam with Privacy Shutter   3-Month Adobe Photoshop trial Valid 10/08/2023-01/31/2024"
Laptops & Notebook Computers,$699.99 ,No Discount,Rated 4 out of 5 stars based on 73 reviews.,Acer Aspire 5 15.6” Touchscreen Laptop – 13th Gen Intel Core i5-1335U – 1080P – Windows 11,$,"13th Gen Intel™ i5-1335U (10-Core) Processor   15.6"" Widescreen IPS LED-Backlit FHD (1920 x 1080) Touch Display   Backlit Keyboard and 1080p Webcam   1x HDMI 2.1 with HDCP Support   Microsoft® Windows 11 Home"
Laptops & Notebook Computers,"$1,099.99 ",No Discount,Rated 4.5 out of 5 stars based on 44 reviews.,"HP ENVY 17.3"" Touchscreen Laptop - 13th Gen Intel Core i7-13700H - 1080p - Windows 11 - Microsoft 365 Personal (1-Year Subscription)",$,"13th Gen Intel® Core™ i7-13700H (14-Core) Processor   17.3"" Touchscreen IPS Micro-edge FHD (1920 x 1080) 300-Nits Display   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.3   Full-size Backlit Keyboard with Numeric Keypad and Webcam with Shutter   Microsoft® Windows 11 Home (64 bit)"
Laptops & Notebook Computers,$449.99 ,After $150 OFF,Rated 4 out of 5 stars based on 45 reviews.,"MSI Modern 15.6"" Laptop - 12th Gen Intel Core i5-1235U - 1080p - Windows 11",$,"12th Gen Intel® Core™ i5-1235U Processor   Intel® Wi-Fi 6 (2x2/160) Gig + Bluetooth® 5.2   15.6"" FHD (1920 x 1080) 60Hz Display   Backlit Keyboard and 720p Webcam   Microsoft® Windows 11 Home (64-bit)"
Laptops & Notebook Computers,$699.99 ,After $300 OFF,Rated 4 out of 5 stars based on 21 reviews.,"Acer Swift Edge 16"" 4K OLED Laptop - AMD Ryzen 7-7735U - Windows 11",$,"Lightweight: At 2.58 lbs (1.17 kg) You Can Take the Swift Edge Anywhere   16"" OLED WQUXGA (3840 x 2400) 400 nits Display   AMD Ryzen™ 7 7735U Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.2   Backlit Keyboard, Fingerprint Reader and 1080p Webcam"
Laptops & Notebook Computers,$799.99 ,After $200 OFF,Rated 3 out of 5 stars based on 2 reviews.,Acer Nitro 16” Gaming Laptop - 13th Gen Intel i7-13620H - GeForce RTX 4050 - 165Hz 1920 x 1200 Display - Window 11,$,"13th Gen Intel® Core™ i7-13620H (10-Core) Processor   NVIDIA® GeForce RTX™ 4050 Graphics, 6GB   16"" Widescreen IPS LED-Backlit WUXGA (1920 x 1200) 400-Nits 165Hz Display   Killer™ Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.1   Backlit 4-Zone RGB Keyboard with Numeric Keypad"
Laptops & Notebook Computers,$899.99 ,No Discount,Rated 4.2 out of 5 stars based on 58 reviews.,"ASUS 17.3"" VivoBook Laptop - AMD Ryzen 7 7730U - 1080p - Windows 11",$,"AMD Ryzen 7 7730U (8-Core) Processor   17.3"" IPS LED-Backlit Anti-Glare FHD (1920 x 1080) 250-nits Display   720p HD Webcam with Privacy Shutter   Backlit Chiclet Keyboard with Fingerprint Reader   Microsoft® Windows 11 Home (64-Bit)"
Laptops & Notebook Computers,$849.99 ,No Discount,Rated 4.3 out of 5 stars based on 62 reviews.,"Lenovo Flex 5 14"" Touchscreen 2-in-1 Laptop -  AMD Ryzen 7 7730U - 1200p - Windows 11",$,"AMD Ryzen™ 7 7730U (8-core) Processor
14"" Touchscreen IPS WUXGA (1920 x 1200) Display
Wi-Fi 6 (2x2/160) Gig+ and Bluetooth 5.1 ®
Backlit Keyboard with Fingerprint Reader
Microsoft® Windows 11 Home"
Laptops & Notebook Computers,"$1,299.99 ",After $400 OFF,Rated 4.2 out of 5 stars based on 58 reviews.,"LG Gram Pro 16"" Intel Evo Platform Laptop - 13th Gen Intel Core i7-1360P - GeForce RTX 3050 - 2560 x 1600 - Windows 11",$,"Intel Evo Platform Powered by 13th Gen Intel® Core™ i7-1360P (12-Core) Processor   16.0"" IPS WQXGA (2560 x 1600) 350-Nits Display   Intel® Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.1   Nvidia GeForce RTX 3050, 4GB   Microsoft® Windows 11 Home (64-bit)"
Laptops & Notebook Computers,"$1,399.99 ",No Discount,No Reviews,MSI Prestige 16 Intel Evo Edition powered by Intel Core Ultra 7 processor 155H - QHD+ (2560 X 1600) Windows 11,$,"Intel Evo Edition Powered by Intel Core Ultra 7 Processor 155H   Intel Killer Wi-Fi 7 BE1750 & Bluetooth 5.4   16"" QHD+ (2560 x 1600) IPS Display   White Backlit Keyboard with Fingerprint Reader   FHD IR Webcam with Dual Mics & Privacy Shutter"
Laptops & Notebook Computers,"$1,299.99 ",No Discount,Rated 4.1 out of 5 stars based on 30 reviews.,"MSI Prestige 16"" Intel Evo Platform Laptop - 13th Gen Intel Core i7-13700H  - QHD+ (2560 x 1600) - Windows 11 ",$,"Intel Evo Platform Powered by 13th Gen Intel® Core™ i7-13700H Processor   Intel® Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.3   16"" IPS 100% sRGB QHD+ (2560 x 1600) 165Hz Display   White Backlit Keyboard with Fingerprint Reader and 1080p Webcam   Microsoft® Windows 11 Home"
Laptops & Notebook Computers,"$1,299.99 ",After $250 OFF,Rated 4.6 out of 5 stars based on 7 reviews.,"ASUS 16"" ROG Strix G16 Laptop - Intel Core i7-13650HX - GeForce RTX  4050 - 1920x 1200 - Windows 11",$,"Intel® Core™ I7-13650HX (14-Core) Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.2   16"" Anti-glare IPS FHD+ (1920 x 1200) 250-Nits 165Hz Display   NVIDIA® GeForce RTX™ 4050, 6GB   Backlit Chiclet 4-Zone RGB Keyboard"
Laptops & Notebook Computers,$799.99 ,After $150 OFF,Rated 4.4 out of 5 stars based on 43 reviews.,"HP ENVY x360 15.6"" Touchscreen 2-in-1 Laptop - AMD Ryzen 7 7730U - 1080p - Windows 11",$,"AMD Ryzen™ 7 7730U (8-Core) Processor   15.6"" Touchscreen IPS Edge-to-Edge Glass FHD (1920 x 1080) 250-Nits Display   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.3   Full-size Backlit Keyboard and 5MP IR Webcam with Shutter   Audio by Bang & Olufsen with Dual Speakers"
Laptops & Notebook Computers,"$1,799.99 ",No Discount,Rated 4.2 out of 5 stars based on 68 reviews.,"HP ENVY 16"" Touchscreen Laptop - 13th Gen Intel Core i7-13700H - GeForce RTX 4060 - WQXGA (2560 x 1600) 48-120Hz",$,"13th Gen Intel® Core™ i7-13700H (14-Core) Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.3   NVIDIA® GeForce RTX­™ 4060, 8GB   Backlit Keyboard with HP Imagepad and Integrated Webcam with Privacy Shutter   16"" Touchscreen IPS WQXGA (2560 x 1600) 400-Nits 48-120Hz Variable Refresh Rate Support Display"
Laptops & Notebook Computers,$949.99 ,No Discount,No Reviews,Acer Swift Go 14” Touchscreen Laptop - Intel Core Ultra 7 Processor - LCD (1920 x 1200) Display - Windows 11,$,"Intel® Core™ Ultra 7 (16-Core) Processor   Killer™ Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.3   14"" Touchscreen IPS LED-Backlit WUXGA (1920 x 1200) 400-Nits Display   Backlit Keyboard, OceanGlass™ Touchpad, Fingerprint Reader and 1440p Webcam   Microsoft® Windows 11 Home"
Laptops & Notebook Computers,$799.99 ,No Discount,No Reviews,Acer Aspire 17.3” Laptop – 13th Gen Intel Core i5-1335U Processor – 1080p – Window 11,$,"13th Gen Intel® Core™ i5-1335U (10-Core) Processor   17.3"" Widescreen IPS LED-Backlit FHD (1920 x 1080) Display   NVIDIA® GeForce RTX 2050 Graphics, 4GB   Backlit Keyboard and 1080p Webcam   1x HDMI 2.1 with HDCP Support"
Laptops & Notebook Computers,$649.99 ,No Discount,Rated 3.3 out of 5 stars based on 10 reviews.,"ASUS 14"" Vivobook Laptop - AMD Ryzen 7 7730U - Mobile Processor (1920 x 1200) - Windows 11",$,"AMD Ryzen™ 7 7730U (8-Core) Processor   14"" WUGXA (1920x1200) LED-Backlit IPS Display   Wi-Fi 5 802.11ac WiFi + and Bluetooth® 4.1   Chiclet Keyboard with Fingerprint Sensor   Microsoft® Windows 11 Home"
Laptops & Notebook Computers,$599.97 ,No Discount,Rated 4.7 out of 5 stars based on 23 reviews.,"Lenovo LOQ 15.6"" Gaming Laptop - 13th Gen Intel Core i5-13420H - GeForce RTX 2050 - 144HZ  -  1080p - Windows 11",$,"13th Gen Intel® Core™ i5-13420H (8-Core) Processor   NVIDIA® GeForce RTX™ 2050, 4GB   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.0   15.6"" IPS LCD with LED-Backlight FHD (1920 x 1080) 144Hz Display   Microsoft® Windows 11 Home"
Laptops & Notebook Computers,$499.99 ,No Discount,Rated 4.5 out of 5 stars based on 93 reviews.,"HP 14"" Laptop - 13th Gen Intel Core i3-1315U - 1080p - Includes Wireless Mouse - Windows 11",$,"13th Gen Intel® Core™ i3-1315U Processor   8GB DDR4-3200 RAM   512GB PCIe® NVMe™ M.2 Solid State Drive   Full-size, backlit, soft grey keyboard, HP Wireless Mouse
14"" Full HD Anti-glare Display"
Laptops & Notebook Computers,"$1,299.99 ",No Discount,Rated 4.5 out of 5 stars based on 60 reviews.,"Lenovo LEGION 5i Pro 16"" Gaming Laptop - 11th Gen Intel Core i7-11800H - 165Hz 2560 x 1600 Display - Storm Gray - Windows 11",$,"Microsoft® Windows 11 Home   11th Gen Intel® Core™ i7-11800H Processor   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.0   NVIDIA® GeForce RTX™ 3050, 4GB   16"" LED-backlit Anti glare IPS WQXGA (2560 x 1600) 165Hz Display"
Laptops & Notebook Computers,"$1,699.99 ",No Discount,Rated 2 out of 5 stars based on 1 reviews.,"LG Gram SuperSlim 15.6"" OLED Intel Evo Platform Laptop - 13th Gen Intel Core i7-1360P - OLED FHD Display (1920 x 1080) - Windows 11",$,"Intel Evo Platform Powered by 13th Gen Intel® Core™ i7-1360P (12-Core) Processor   15.6"" FHD (1920 x 1080) 500 Nit (HDR Peak Brightness) Anti Glare OLED Display   Intel® Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.1   UltraSlim (0.49"") and Ultra Light Weight (2.18 lbs.) Chassis   Hi-Res Full HD IR Webcam with Facial Login & Dual Mics"
Laptops & Notebook Computers,"$1,499.99 ",No Discount,Rated 3.7 out of 5 stars based on 3 reviews.,"Lenovo ThinkPad Z16 16"" Touchscreen Laptop - AMD Ryzen 7 Pro 6850H - Windows 11",$,"AMD Ryzen™ 7 Pro 6850H (8-core) Processor
Wi-Fi 6 (2x2/160) Gig+ and Bluetooth® 5.1
16"" Touchscreen IPS Anti-Reflection WUXGA (1920 x 1200) 400 Nits Display
Microsoft® Windows 11 Home
Backlit Keyboard, Fingerprint Reader and 1080p IR Webcam"
Laptops & Notebook Computers,"$2,399.99 ",No Discount,No Reviews,"Microsoft Surface Laptop Studio 2 -  14.4"" Touchscreen 2-in-1 Laptop- Intel Evo Platform 13th Gen Intel Core i7-13700H Processor - GeForce RTX 4050 - Windows 11",$,"14.4"" HDR PixelSense Flow Touchscreen Display (2400 x 1600)   Wi-Fi 6E: 802.11ax compatible Gig+ and Bluetooth® 5.3   Windows 11 Home   NVIDIA® GeForce RTX™ 4050 GPU, 6GB   16GB LPDDR5x RAM"
Laptops & Notebook Computers,"$1,299.99 ",No Discount,Rated 4.2 out of 5 stars based on 23 reviews.,"HP Victus 16.1"" Laptop - 13th Gen Intel Core i7-13700H - GeForce RTX 4070 - 1080p 144Hz",$,"13th Gen Intel® Core™ i7-13700H (14-Core) Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.3   NVIDIA® GeForce RTX­™ 4070, 8GB   1-zone RGB Backlit Keyboard with Numeric Keypad and Integrated Webcam   16.1"" Micro-edge IPS FHD (1920 x 1080) 250-Nits 144Hz Display"
Laptops & Notebook Computers,$799.99 ,No Discount,Rated 4.2 out of 5 stars based on 380 reviews.,"Lenovo IdeaPad 5 15.6"" Touchscreen Laptop - 11th Gen Intel Core i7-1165G7 - 1080p",$,11th Gen Intel® Core i7-1165G7 Processor   Intel® Wi-Fi 6 (2x2/160) Gig+ and Bluetooth 5.1   Standard Backlit Keyboard with Fingerprint Reader   Integrated 720p Webcam with Privacy Shutter   Abyss Blue Chassis
Laptops & Notebook Computers,$999.99 ,No Discount,Rated 4.3 out of 5 stars based on 48 reviews.,"LG Ultra PC 16.0"" Lightweight Laptop - AMD Ryzen 7-5825U - AMD Radeon Vega Graphics - Windows 11",$,"AMD Ryzen™ 7 5825U   AMD Radeon™ Vega Graphics   16"" WUXGA (1920 x 1200) Display   Intel® Wi-Fi 6 (2x2/160) Gig+ and Bluetooth 5.1"
Laptops & Notebook Computers,"$1,499.99 ",No Discount,Rated 3.8 out of 5 stars based on 96 reviews.,"Acer Swift Edge 16"" 4K OLED Laptop - AMD Ryzen 7-6800U - Windows 11",$,"Lightweight: At 2.58 lbs (1.17 kg) You Can Take the Swift Edge Anywhere   16""   OLED WQUXGA (3840 x 2400) 400 nits Display   AMD Ryzen™ 7 6800U Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth® 5.2   Backlit Keyboard, Fingerprint Reader and 1080p Webcam"
Mini PC Desktop Computer & PCs,$579.99 ,No Discount,Rated 4.7 out of 5 stars based on 186 reviews.,"Mac mini – Apple M2 Chip 8-core CPU, 10-core GPU – 8GB Memory – 256GB SSD –  Silver",$,"M2 Chip for Exceptional Speed and Performance   8-Core CPU Packs up to 18 Percent Faster Performance to Fly Through Workflows1:
10-Core GPU with up to 35 Percent Faster Performance for Graphics-intensive Apps1   16-Core Neural Engine for Advanced Machine Learning"
Mini PC Desktop Computer & PCs,"$1,249.99 ",No Discount,Rated 4.7 out of 5 stars based on 129 reviews.,"Mac mini – Apple M2 Pro Chip 10-core CPU, 16-core GPU – 16GB Memory – 512GB SSD –  Silver",$,"M2 Chip for Exceptional Speed and Performance   8-Core CPU Packs up to 18 Percent Faster Performance to Fly Through Workflows1:
10-Core GPU with up to 35 Percent Faster Performance for Graphics-intensive Apps1   16-Core Neural Engine for Advanced Machine Learning"
Mini PC Desktop Computer & PCs,$769.99 ,No Discount,Rated 4.7 out of 5 stars based on 137 reviews.,"Mac mini – Apple M2 Chip 8-core CPU, 10-core GPU – 8GB Memory – 512GB SSD –  Silver",$,"M2 Chip for Exceptional Speed and Performance   8-Core CPU Packs up to 18 Percent Faster Performance to Fly Through Workflows1:
10-Core GPU with up to 35 Percent Faster Performance for Graphics-intensive Apps1   16-Core Neural Engine for Advanced Machine Learning"
Mini PC Desktop Computer & PCs,"$1,949.99 ",No Discount,Rated 5 out of 5 stars based on 15 reviews.,"Mac Studio: Apple M2 Max chip with 12‑core CPU, 30‑core GPU, 512GB SSD ",$,M2 Max Chip for Exceptional Performance   12-core CPU Packs Up to 1.8x Faster Performance than 27-inch iMac to Push the Boundaries of Your Workflow¹   30-core GPU with Up to 3.6x Faster Performance than 27-inch iMac for Graphics-Intensive Pro Workflows²   16-core Neural Engine for Advanced Machine Learning   32GB of Unified Memory to Run Multiple Demanding Pro Apps
