work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,Data Analyst,Data Analysis,USD,70000,70000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,283000,283000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,184000,184000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,166500,166500,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,113220,113220,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,220000,220000,United States,Executive,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,185000,185000,United States,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,260000,260000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,225000,225000,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,246500,246500,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,133500,133500,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,331640,331640,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,283780,283780,United States,Senior,Full-time,In-person,United States,M
2023,Deep Learning Engineer,Machine Learning and AI,USD,331640,331640,United States,Senior,Full-time,In-person,United States,M
2023,Deep Learning Engineer,Machine Learning and AI,USD,283780,283780,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,174000,174000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,134000,134000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,359170,359170,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,310270,310270,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,331640,331640,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,283780,283780,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,359170,359170,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,295490,295490,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,189110,189110,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,139000,139000,United States,Senior,Full-time,In-person,United States,M
2023,Head of Data Science,Data Science and Research,USD,330000,330000,United States,Executive,Full-time,In-person,United States,M
2023,Head of Data Science,Data Science and Research,USD,230000,230000,United States,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,254000,254000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,309400,309400,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,159100,159100,United States,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,331640,331640,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,267720,267720,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,283780,283780,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,218540,218540,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,GBP,100000,123040,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,GBP,60000,73824,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Manager,Leadership and Management,USD,167000,167000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,109000,109000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,208000,208000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,193000,193000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,359170,359170,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,295490,295490,United States,Senior,Full-time,In-person,United States,M
2020,Data Analyst,Data Analysis,EUR,42000,47899,Germany,Entry-level,Full-time,In-person,Germany,L
2023,Lead Machine Learning Engineer,Machine Learning and AI,USD,115000,115000,Moldova,Senior,Full-time,Remote,Israel,S
2023,Applied Scientist,Data Science and Research,USD,216000,216000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,184000,184000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,145000,145000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,250000,250000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,166600,166600,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,284000,284000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,227000,227000,United States,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,205000,205000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,191400,191400,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,127600,127600,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,191400,191400,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,127600,127600,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,230000,230000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,139600,139600,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,85700,85700,United States,Senior,Full-time,In-person,United States,M
2023,Data Quality Analyst,Data Quality and Operations,USD,95000,95000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Quality Analyst,Data Quality and Operations,USD,70000,70000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,258000,258000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,171000,171000,United States,Mid-level,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,204500,204500,United States,Senior,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,126400,126400,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,87000,87000,Canada,Senior,Full-time,In-person,Canada,M
2023,Data Engineer,Data Engineering,USD,73000,73000,Canada,Senior,Full-time,In-person,Canada,M
2023,AI Scientist,Machine Learning and AI,USD,20000,20000,Turkey,Entry-level,Full-time,Remote,Turkey,S
2020,Managing Director Data Science,Data Science and Research,USD,300000,300000,United States,Executive,Full-time,Remote,United States,L
2023,Data Modeller,Data Architecture and Modeling,GBP,90000,110736,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Modeller,Data Architecture and Modeling,GBP,45000,55368,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,USD,232960,232960,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,151840,151840,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,163152,163152,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,108768,108768,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,370000,370000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,245000,245000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,285000,285000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,193900,193900,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,240000,240000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,163200,163200,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,222000,222000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,166500,166500,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,240000,240000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,163200,163200,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,345000,345000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,234700,234700,United States,Senior,Full-time,In-person,United States,M
2023,AI Scientist,Machine Learning and AI,USD,100000,100000,Turkey,Senior,Full-time,Remote,United States,S
2023,Finance Data Analyst,Data Analysis,USD,40000,40000,Nigeria,Entry-level,Full-time,In-person,Nigeria,S
2023,Machine Learning Engineer,Machine Learning and AI,USD,226600,226600,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,140100,140100,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,241000,241000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,155000,155000,United States,Senior,Full-time,In-person,United States,M
2023,Software Data Engineer,Data Engineering,USD,210000,210000,United States,Senior,Full-time,Remote,United States,L
2023,Machine Learning Research Engineer,Data Science and Research,USD,90000,90000,Saudi Arabia,Mid-level,Full-time,Remote,Saudi Arabia,M
2023,Data Analyst,Data Analysis,EUR,55000,59382,Germany,Mid-level,Full-time,Hybrid,Germany,L
2023,Analytics Engineer,Leadership and Management,USD,90000,90000,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,84000,84000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,140000,140000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,221300,221300,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,147500,147500,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,204500,204500,United States,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,United States,Executive,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,210000,210000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,186600,186600,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,119800,119800,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,192000,192000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,151000,151000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600,United States,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,169000,169000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,204500,204500,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,142200,142200,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,250000,250000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,210000,210000,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,221300,221300,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,147500,147500,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,189750,189750,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,131100,131100,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,299500,299500,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,245100,245100,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,128000,128000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,81500,81500,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,80000,80000,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,52500,52500,United States,Entry-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,370000,370000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,200000,200000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,72000,72000,Colombia,Mid-level,Full-time,Remote,Colombia,M
2023,Data Engineer,Data Engineering,USD,60000,60000,Colombia,Mid-level,Full-time,Remote,Colombia,M
2023,Data Scientist,Data Science and Research,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,140000,140000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,94000,94000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,81900,81900,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,210000,210000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,159090,159090,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,210000,210000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,175000,175000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,118000,118000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,94400,94400,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,150000,150000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,90000,90000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,190000,190000,Canada,Mid-level,Full-time,Remote,Canada,M
2023,Data Scientist,Data Science and Research,USD,125000,125000,Canada,Mid-level,Full-time,Remote,Canada,M
2023,Data Engineer,Data Engineering,USD,130002,130002,United States,Entry-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,71908,71908,United States,Entry-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,80000,80000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,60000,60000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,167500,167500,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,106500,106500,United States,Mid-level,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,202800,202800,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,104300,104300,United States,Senior,Full-time,In-person,United States,L
2023,AI Scientist,Machine Learning and AI,AUD,121000,81838,Australia,Mid-level,Full-time,Remote,Australia,L
2023,Compliance Data Analyst,Data Analysis,USD,60000,60000,United States,Entry-level,Full-time,Remote,United States,L
2023,Data Engineer,Data Engineering,USD,185900,185900,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,150000,150000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,230000,230000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,200000,200000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,255000,255000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,116990,116990,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,82920,82920,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,121000,121000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,78000,78000,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,159000,159000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,105000,105000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,309400,309400,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,159100,159100,United States,Senior,Full-time,In-person,United States,L
2023,Research Scientist,Data Science and Research,USD,155000,155000,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,102000,102000,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,374000,374000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,197500,197500,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,260000,260000,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,240000,240000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,187000,187000,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,20000,20000,Nigeria,Mid-level,Full-time,Remote,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,210000,210000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,190000,190000,United States,Senior,Full-time,In-person,United States,M
2023,Data Quality Analyst,Data Quality and Operations,USD,95000,95000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Quality Analyst,Data Quality and Operations,USD,70000,70000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,195000,195000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,119000,119000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,216000,216000,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,184000,184000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,80000,80000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,70000,70000,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600,United States,Senior,Full-time,In-person,United States,L
2023,Data Analyst,Data Analysis,GBP,60000,73824,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Analyst,Data Analysis,GBP,50000,61520,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Science Engineer,Data Science and Research,USD,266450,266450,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Engineer,Data Science and Research,USD,177700,177700,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,245000,245000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,185000,185000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,247500,247500,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,172200,172200,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L
2023,Data Operations Specialist,Data Quality and Operations,USD,55720,55720,United States,Senior,Full-time,Remote,United States,M
2023,Data Operations Specialist,Data Quality and Operations,USD,50700,50700,United States,Senior,Full-time,Remote,United States,M
2021,Business Data Analyst,Data Analysis,USD,56000,56000,Ghana,Mid-level,Part-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,370000,370000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,200000,200000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,196000,196000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,121000,121000,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,202800,202800,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,104300,104300,United States,Senior,Full-time,In-person,United States,L
2023,Data Architect,Data Architecture and Modeling,USD,135000,135000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,115000,115000,United States,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Software Engineer,Machine Learning and AI,USD,302000,302000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Software Engineer,Machine Learning and AI,USD,189000,189000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,65000,65000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,55000,55000,United States,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,220000,220000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,170000,170000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600,United States,Senior,Full-time,In-person,United States,L
2023,Data Analyst,Data Analysis,USD,110000,110000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000,United States,Senior,Full-time,Remote,United States,M
2023,BI Analyst,BI and Visualization,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M
2023,BI Analyst,BI and Visualization,USD,93000,93000,United States,Senior,Full-time,Remote,United States,M
2022,Data Science Manager,Data Science and Research,USD,190000,190000,United States,Senior,Full-time,Remote,United States,L
2023,Data Engineer,Data Engineering,PLN,200000,46565,Poland,Senior,Full-time,Remote,Poland,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200,United States,Senior,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,204500,204500,United States,Senior,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,126400,126400,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,216000,216000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,184000,184000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,139600,139600,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,85700,85700,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Consultant,Data Science and Research,USD,100000,100000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,128750,128750,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,79350,79350,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,GBP,60000,73824,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Manager,Leadership and Management,GBP,55000,67672,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,USD,185900,185900,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,174000,174000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,134000,134000,United States,Senior,Full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,155000,155000,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,125000,125000,United States,Mid-level,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600,United States,Senior,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,194400,194400,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,132192,132192,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,273400,273400,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,182200,182200,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,165000,165000,Australia,Mid-level,Full-time,In-person,Australia,M
2023,Data Analyst,Data Analysis,USD,142500,142500,Australia,Mid-level,Full-time,In-person,Australia,M
2023,Data Scientist,Data Science and Research,USD,213654,213654,United Kingdom,Senior,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,USD,142436,142436,United Kingdom,Senior,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,USD,124230,124230,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,68637,68637,United States,Senior,Full-time,Remote,United States,M
