,star_rating,title,content_rating,genre,duration,actors_list
454,7.9,Little Miss Sunshine,R,Adventure,101,"[u'Steve Carell', u'Toni Collette', u'Greg Kinnear']"
455,7.9,Taken,PG-13,Action,93,"[u'Liam Neeson', u'Maggie Grace', u'Famke Janssen']"
456,7.9,Blue Is the Warmest Color,NC-17,Drama,179,"[u'L\xe9a Seydoux', u'Ad\xe8le Exarchopoulos', u'Salim Kechiouche']"
457,7.9,Boogie Nights,R,Drama,155,"[u'Mark Wahlberg', u'Julianne Moore', u'Burt Reynolds']"
458,7.9,Hot Fuzz,R,Comedy,121,"[u'Simon Pegg', u'Nick Frost', u'Martin Freeman']"
459,7.9,Ferris Bueller's Day Off,PG-13,Comedy,103,"[u'Matthew Broderick', u'Alan Ruck', u'Mia Sara']"
460,7.9,The World's Fastest Indian,PG-13,Biography,127,"[u'Anthony Hopkins', u'Diane Ladd', u'Iain Rea']"
461,7.9,Kiki's Delivery Service,G,Animation,103,"[u'Kirsten Dunst', u'Minami Takayama', u'Rei Sakuma']"
462,7.9,Down by Law,R,Comedy,107,"[u'Tom Waits', u'John Lurie', u'Roberto Benigni']"
463,7.9,Glengarry Glen Ross,R,Drama,100,"[u'Al Pacino', u'Jack Lemmon', u'Alec Baldwin']"
464,7.9,Clerks,R,Comedy,92,"[u""Brian O'Halloran"", u'Jeff Anderson', u'Marilyn Ghigliotti']"
465,7.9,Adam's Apples,R,Comedy,94,"[u'Ulrich Thomsen', u'Mads Mikkelsen', u'Nicolas Bro']"
466,7.9,The Girl with the Dragon Tattoo,R,Crime,158,"[u'Daniel Craig', u'Rooney Mara', u'Christopher Plummer']"
467,7.9,The 39 Steps,UNRATED,Mystery,86,"[u'Robert Donat', u'Madeleine Carroll', u'Lucie Mannheim']"
468,7.9,E.T. the Extra-Terrestrial,PG,Family,115,"[u'Henry Thomas', u'Drew Barrymore', u'Peter Coyote']"
469,7.8,Tombstone,R,Action,130,"[u'Kurt Russell', u'Val Kilmer', u'Sam Elliott']"
470,7.8,Predator,R,Action,107,"[u'Arnold Schwarzenegger', u'Carl Weathers', u'Kevin Peter Hall']"
471,7.8,Tangled,PG,Animation,100,"[u'Mandy Moore', u'Zachary Levi', u'Donna Murphy']"
472,7.8,Guess Who's Coming to Dinner,UNRATED,Comedy,108,"[u'Spencer Tracy', u'Sidney Poitier', u'Katharine Hepburn']"
473,7.8,Ordinary People,R,Drama,124,"[u'Donald Sutherland', u'Mary Tyler Moore', u'Judd Hirsch']"
474,7.8,The Best Offer,R,Crime,131,"[u'Geoffrey Rush', u'Jim Sturgess', u'Sylvia Hoeks']"
475,7.8,Silver Linings Playbook,R,Comedy,122,"[u'Bradley Cooper', u'Jennifer Lawrence', u'Robert De Niro']"
476,7.8,Hamlet,PG-13,Drama,242,"[u'Kenneth Branagh', u'Julie Christie', u'Derek Jacobi']"
477,7.8,Amour,PG-13,Drama,127,"[u'Jean-Louis Trintignant', u'Emmanuelle Riva', u'Isabelle Huppert']"
478,7.8,I Saw the Devil,NOT RATED,Crime,141,"[u'Byung-hun Lee', u'Min-sik Choi', u'In-seo Kim']"
479,7.8,The Motorcycle Diaries,R,Adventure,126,"[u'Gael Garc\xeda Bernal', u'Rodrigo De la Serna', u'M\xeda Maestro']"
480,7.8,Office Space,R,Comedy,89,"[u'Ron Livingston', u'Jennifer Aniston', u'David Herman']"
481,7.8,Evil,NOT RATED,Drama,113,"[u'Andreas Wilson', u'Henrik Lundstr\xf6m', u'Gustaf Skarsg\xe5rd']"
482,7.8,The Girl with the Dragon Tattoo,R,Crime,152,"[u'Michael Nyqvist', u'Noomi Rapace', u'Ewa Fr\xf6ling']"
483,7.8,Withnail & I,R,Comedy,107,"[u'Richard E. Grant', u'Paul McGann', u'Richard Griffiths']"
484,7.8,The Day the Earth Stood Still,APPROVED,Sci-Fi,92,"[u'Michael Rennie', u'Patricia Neal', u'Hugh Marlowe']"
485,7.8,Black Book,R,Drama,145,"[u'Carice van Houten', u'Sebastian Koch', u'Thom Hoffman']"
486,7.8,Evil Dead II,X,Comedy,84,"[u'Bruce Campbell', u'Sarah Berry', u'Dan Hicks']"
487,7.8,Kaze tachinu,PG-13,Animation,126,"[u'Hideaki Anno', u'Hidetoshi Nishijima', u'Miori Takimoto']"
488,7.8,Star Trek Into Darkness,PG-13,Action,132,"[u'Chris Pine', u'Zachary Quinto', u'Zoe Saldana']"
489,7.8,The Triplets of Belleville,PG-13,Animation,78,"[u'Mich\xe8le Caucheteux', u'Jean-Claude Donda', u'Michel Robin']"
490,7.8,Open Your Eyes,R,Drama,117,"[u'Eduardo Noriega', u'Pen\xe9lope Cruz', u'Chete Lera']"
491,7.8,The Magnificent Seven,NOT RATED,Action,128,"[u'Yul Brynner', u'Steve McQueen', u'Charles Bronson']"
492,7.8,Drive,R,Crime,100,"[u'Ryan Gosling', u'Carey Mulligan', u'Bryan Cranston']"
493,7.8,Mississippi Burning,R,Crime,128,"[u'Gene Hackman', u'Willem Dafoe', u'Frances McDormand']"
494,7.8,The Lego Movie,PG,Animation,100,"[u'Chris Pratt', u'Will Ferrell', u'Elizabeth Banks']"
495,7.8,The Day of the Jackal,PG,Crime,143,"[u'Edward Fox', u'Terence Alexander', u'Michel Auclair']"
496,7.8,Misery,R,Thriller,107,"[u'James Caan', u'Kathy Bates', u'Richard Farnsworth']"
497,7.8,Willy Wonka & the Chocolate Factory,G,Family,100,"[u'Gene Wilder', u'Jack Albertson', u'Peter Ostrum']"
498,7.8,Fantasia,G,Animation,125,"[u'Leopold Stokowski', u'Deems Taylor', u'Corey Burton']"
499,7.8,Gattaca,PG-13,Drama,106,"[u'Ethan Hawke', u'Uma Thurman', u'Jude Law']"
500,7.8,American Gangster,R,Biography,157,"[u'Denzel Washington', u'Russell Crowe', u'Chiwetel Ejiofor']"
501,7.8,Porco Rosso,PG,Animation,94,"[u'Sh\xfbichir\xf4 Moriyama', u'Tokiko Kat\xf4', u'Sanshi Katsura']"
502,7.8,The French Connection,R,Action,104,"[u'Gene Hackman', u'Roy Scheider', u'Fernando Rey']"
503,7.8,The Boy in the Striped Pajamas,PG-13,Drama,94,"[u'Asa Butterfield', u'David Thewlis', u'Rupert Friend']"
504,7.8,Empire of the Sun,PG,Drama,153,"[u'Christian Bale', u'John Malkovich', u'Miranda Richardson']"
505,7.8,About Time,R,Drama,123,"[u'Domhnall Gleeson', u'Rachel McAdams', u'Bill Nighy']"
506,7.8,Blue Velvet,R,Crime,120,"[u'Isabella Rossellini', u'Kyle MacLachlan', u'Dennis Hopper']"
507,7.8,In America,PG-13,Drama,105,"[u'Paddy Considine', u'Samantha Morton', u'Djimon Hounsou']"
508,7.8,The Curious Case of Benjamin Button,PG-13,Drama,166,"[u'Brad Pitt', u'Cate Blanchett', u'Tilda Swinton']"
509,7.8,The Last of the Mohicans,R,Action,112,"[u'Daniel Day-Lewis', u'Madeleine Stowe', u'Russell Means']"
510,7.8,Moonrise Kingdom,PG-13,Adventure,94,"[u'Jared Gilman', u'Kara Hayward', u'Bruce Willis']"
511,7.8,Rebel Without a Cause,PG-13,Drama,111,"[u'James Dean', u'Natalie Wood', u'Sal Mineo']"
512,7.8,Fantastic Mr. Fox,PG,Animation,87,"[u'George Clooney', u'Meryl Streep', u'Bill Murray']"
513,7.8,Invasion of the Body Snatchers,APPROVED,Horror,80,"[u'Kevin McCarthy', u'Dana Wynter', u'Larry Gates']"
514,7.8,October Sky,PG,Biography,108,"[u'Jake Gyllenhaal', u'Chris Cooper', u'Laura Dern']"
515,7.8,Dirty Harry,R,Action,102,"[u'Clint Eastwood', u'Andrew Robinson', u'Harry Guardino']"
516,7.8,Ghostbusters,PG,Comedy,105,"[u'Bill Murray', u'Dan Aykroyd', u'Sigourney Weaver']"
517,7.8,Captain America: The Winter Soldier,PG-13,Action,136,"[u'Chris Evans', u'Samuel L. Jackson', u'Scarlett Johansson']"
518,7.8,Wreck-It Ralph,PG,Animation,101,"[u'John C. Reilly', u'Jack McBrayer', u'Jane Lynch']"
519,7.8,The Hangover,R,Comedy,100,"[u'Zach Galifianakis', u'Bradley Cooper', u'Justin Bartha']"
520,7.8,Back to the Future Part II,PG,Adventure,108,"[u'Michael J. Fox', u'Christopher Lloyd', u'Lea Thompson']"
521,7.8,Belle de Jour,APPROVED,Drama,101,"[u'Catherine Deneuve', u'Jean Sorel', u'Michel Piccoli']"
522,7.8,"O Brother, Where Art Thou?",PG-13,Adventure,106,"[u'George Clooney', u'John Turturro', u'Tim Blake Nelson']"
523,7.8,Repulsion,UNRATED,Drama,105,"[u'Catherine Deneuve', u'Ian Hendry', u'John Fraser']"
524,7.8,Airplane!,PG,Comedy,88,"[u'Robert Hays', u'Julie Hagerty', u'Leslie Nielsen']"
525,7.8,Pride & Prejudice,PG,Drama,129,"[u'Keira Knightley', u'Matthew Macfadyen', u'Brenda Blethyn']"
526,7.8,Zulu,UNRATED,Drama,138,"[u'Stanley Baker', u'Jack Hawkins', u'Ulla Jacobsson']"
527,7.8,Night on Earth,R,Comedy,129,"[u'Winona Ryder', u'Gena Rowlands', u'Lisanne Falk']"
528,7.8,From Here to Eternity,NOT RATED,Drama,118,"[u'Burt Lancaster', u'Montgomery Clift', u'Deborah Kerr']"
529,7.8,Apocalypto,R,Action,139,"[u'Gerardo Taracena', u'Raoul Trujillo', u'Dalia Hern\xe1ndez']"
530,7.8,Atonement,R,Drama,123,"[u'Keira Knightley', u'James McAvoy', u'Brenda Blethyn']"
531,7.8,The Dirty Dozen,NOT RATED,Action,150,"[u'Lee Marvin', u'Ernest Borgnine', u'Charles Bronson']"
532,7.8,X-Men: First Class,PG-13,Action,132,"[u'James McAvoy', u'Michael Fassbender', u'Jennifer Lawrence']"
533,7.8,Run Lola Run,R,Action,80,"[u'Franka Potente', u'Moritz Bleibtreu', u'Herbert Knaup']"
534,7.8,The Longest Day,G,Action,178,"[u'John Wayne', u'Robert Ryan', u'Richard Burton']"
535,7.8,Zelig,PG,Comedy,79,"[u'Woody Allen', u'Mia Farrow', u'Patrick Horgan']"
536,7.8,The Last Emperor,PG-13,Biography,163,"[u'John Lone', u'Joan Chen', u""Peter O'Toole""]"
537,7.8,The Goonies,PG,Adventure,114,"[u'Sean Astin', u'Josh Brolin', u'Jeff Cohen']"
538,7.8,The White Ribbon,R,Drama,144,"[u'Christian Friedel', u'Ernst Jacobi', u'Leonie Benesch']"
539,7.8,The Fugitive,PG-13,Action,130,"[u'Harrison Ford', u'Tommy Lee Jones', u'Sela Ward']"
540,7.8,The Color Purple,PG-13,Drama,154,"[u'Danny Glover', u'Whoopi Goldberg', u'Oprah Winfrey']"
541,7.8,South Park: Bigger Longer & Uncut,R,Animation,81,"[u'Trey Parker', u'Matt Stone', u'Mary Kay Bergman']"
542,7.8,(500) Days of Summer,PG-13,Comedy,95,"[u'Zooey Deschanel', u'Joseph Gordon-Levitt', u'Geoffrey Arend']"
543,7.8,Lost in Translation,R,Drama,101,"[u'Bill Murray', u'Scarlett Johansson', u'Giovanni Ribisi']"
544,7.8,Argo,R,Drama,120,"[u'Ben Affleck', u'Bryan Cranston', u'John Goodman']"
545,7.8,Blazing Saddles,R,Comedy,93,"[u'Cleavon Little', u'Gene Wilder', u'Slim Pickens']"
546,7.8,Breakfast at Tiffany's,NOT RATED,Comedy,115,"[u'Audrey Hepburn', u'George Peppard', u'Patricia Neal']"
547,7.8,Finding Neverland,PG,Biography,106,"[u'Johnny Depp', u'Kate Winslet', u'Julie Christie']"
548,7.8,The Experiment,R,Drama,120,"[u'Moritz Bleibtreu', u'Christian Berkel', u'Oliver Stokowski']"
549,7.8,Lucky Number Slevin,R,Crime,110,"[u'Josh Hartnett', u'Ben Kingsley', u'Morgan Freeman']"
550,7.8,The Theory of Everything,PG-13,Biography,123,"[u'Eddie Redmayne', u'Felicity Jones', u'Tom Prior']"
551,7.8,Harry Potter and the Prisoner of Azkaban,PG,Adventure,142,"[u'Daniel Radcliffe', u'Emma Watson', u'Rupert Grint']"
552,7.8,Kung Fu Hustle,R,Action,99,"[u'Stephen Chow', u'Wah Yuen', u'Qiu Yuen']"
553,7.8,Being John Malkovich,R,Comedy,112,"[u'John Cusack', u'Cameron Diaz', u'Catherine Keener']"
554,7.8,The Social Network,PG-13,Biography,120,"[u'Jesse Eisenberg', u'Andrew Garfield', u'Justin Timberlake']"
555,7.8,3:10 to Yuma,R,Adventure,122,"[u'Russell Crowe', u'Christian Bale', u'Ben Foster']"
556,7.8,The Name of the Rose,R,Crime,130,"[u'Sean Connery', u'Christian Slater', u'Helmut Qualtinger']"
557,7.8,Mary Poppins,APPROVED,Comedy,139,"[u'Julie Andrews', u'Dick Van Dyke', u'David Tomlinson']"
558,7.8,The Game,R,Drama,129,"[u'Michael Douglas', u'Deborah Kara Unger', u'Sean Penn']"
559,7.8,Changeling,R,Drama,141,"[u'Angelina Jolie', u'Colm Feore', u'Amy Ryan']"
560,7.8,Donnie Brasco,R,Biography,127,"[u'Al Pacino', u'Johnny Depp', u'Michael Madsen']"
561,7.8,Serpico,R,Biography,130,"[u'Al Pacino', u'John Randolph', u'Jack Kehoe']"
562,7.8,What's Eating Gilbert Grape,PG-13,Drama,118,"[u'Johnny Depp', u'Leonardo DiCaprio', u'Juliette Lewis']"
563,7.8,Goldfinger,APPROVED,Action,110,"[u'Sean Connery', u'Gert Fr\xf6be', u'Honor Blackman']"
564,7.8,Nebraska,R,Adventure,115,"[u'Bruce Dern', u'Will Forte', u'June Squibb']"
565,7.8,The Sandlot,PG,Comedy,101,"[u'Tom Guiry', u'Mike Vitar', u'Patrick Renna']"
566,7.8,Boyz n the Hood,R,Crime,112,"[u'Cuba Gooding Jr.', u'Laurence Fishburne', u'Hudhail Al-Amir']"
567,7.8,The Bourne Supremacy,PG-13,Action,108,"[u'Matt Damon', u'Franka Potente', u'Joan Allen']"
568,7.8,Skyfall,PG-13,Action,143,"[u'Daniel Craig', u'Javier Bardem', u'Naomie Harris']"
569,7.8,Ray,PG-13,Biography,152,"[u'Jamie Foxx', u'Regina King', u'Kerry Washington']"
570,7.8,300,R,Action,117,"[u'Gerard Butler', u'Lena Headey', u'David Wenham']"
571,7.8,A Bronx Tale,R,Crime,121,"[u'Robert De Niro', u'Chazz Palminteri', u'Lillo Brancato']"
572,7.8,The Birds,PG-13,Horror,119,"[u'Rod Taylor', u'Tippi Hedren', u'Suzanne Pleshette']"
573,7.8,Battle Royale,NOT RATED,Action,114,"[u'Tatsuya Fujiwara', u'Aki Maeda', u'Tar\xf4 Yamamoto']"
574,7.8,Control,R,Biography,122,"[u'Sam Riley', u'Samantha Morton', u'Craig Parkinson']"
575,7.8,Kramer vs. Kramer,APPROVED,Drama,105,"[u'Dustin Hoffman', u'Meryl Streep', u'Jane Alexander']"
576,7.8,Deliverance,R,Adventure,110,"[u'Jon Voight', u'Burt Reynolds', u'Ned Beatty']"
577,7.8,Ocean's Eleven,PG-13,Crime,116,"[u'George Clooney', u'Brad Pitt', u'Julia Roberts']"
578,7.8,As Good as It Gets,PG-13,Comedy,139,"[u'Jack Nicholson', u'Helen Hunt', u'Greg Kinnear']"
579,7.8,Awakenings,PG-13,Biography,121,"[u'Robert De Niro', u'Robin Williams', u'Julie Kavner']"
580,7.8,The King of Comedy,PG,Comedy,109,"[u'Robert De Niro', u'Jerry Lewis', u'Diahnne Abbott']"
581,7.8,Man on Fire,R,Action,146,"[u'Denzel Washington', u'Christopher Walken', u'Dakota Fanning']"
582,7.8,Sabrina,UNRATED,Comedy,113,"[u'Humphrey Bogart', u'Audrey Hepburn', u'William Holden']"
583,7.8,Dark City,R,Mystery,100,"[u'Rufus Sewell', u'Kiefer Sutherland', u'Jennifer Connelly']"
584,7.8,Good Bye Lenin!,R,Comedy,121,"[u'Daniel Br\xfchl', u'Katrin Sa\xdf', u'Chulpan Khamatova']"
585,7.7,Remember the Titans,PG,Biography,113,"[u'Denzel Washington', u'Will Patton', u'Wood Harris']"
586,7.7,Star Trek II: The Wrath of Khan,PG,Action,113,"[u'William Shatner', u'Leonard Nimoy', u'DeForest Kelley']"
587,7.7,Road to Perdition,R,Crime,117,"[u'Tom Hanks', u'Tyler Hoechlin', u'Rob Maxey']"
588,7.7,Rushmore,R,Comedy,93,"[u'Jason Schwartzman', u'Bill Murray', u'Olivia Williams']"
589,7.7,The Machinist,R,Drama,101,"[u'Christian Bale', u'Jennifer Jason Leigh', u'Aitana S\xe1nchez-Gij\xf3n']"
590,7.7,Flipped,PG,Comedy,90,"[u'Madeline Carroll', u'Callan McAuliffe', u'Rebecca De Mornay']"
591,7.7,The Count of Monte Cristo,PG-13,Action,131,"[u'Jim Caviezel', u'Guy Pearce', u'Richard Harris']"
592,7.7,Detachment,NOT RATED,Drama,98,"[u'Adrien Brody', u'Christina Hendricks', u'Marcia Gay Harden']"
593,7.7,Love Me If You Dare,R,Comedy,93,"[u'Guillaume Canet', u'Marion Cotillard', u'Thibault Verhaeghe']"
594,7.7,Dead Man,R,Drama,121,"[u'Johnny Depp', u'Gary Farmer', u'Crispin Glover']"
595,7.7,The Purple Rose of Cairo,PG,Comedy,82,"[u'Mia Farrow', u'Jeff Daniels', u'Danny Aiello']"
596,7.7,21 Grams,R,Crime,124,"[u'Sean Penn', u'Benicio Del Toro', u'Naomi Watts']"
597,7.7,50/50,R,Comedy,100,"[u'Joseph Gordon-Levitt', u'Seth Rogen', u'Anna Kendrick']"
598,7.7,Kick-Ass,R,Action,117,"[u'Aaron Taylor-Johnson', u'Nicolas Cage', u'Chlo\xeb Grace Moretz']"
599,7.7,Delicatessen,R,Comedy,99,"[u'Marie-Laure Dougnac', u'Dominique Pinon', u'Pascal Benezech']"
600,7.7,Barton Fink,R,Drama,116,"[u'John Turturro', u'John Goodman', u'Judy Davis']"
601,7.7,The Last King of Scotland,R,Biography,123,"[u'James McAvoy', u'Forest Whitaker', u'Gillian Anderson']"
602,7.7,Adaptation.,R,Comedy,114,"[u'Nicolas Cage', u'Meryl Streep', u'Chris Cooper']"
603,7.7,A Very Long Engagement,R,Drama,133,"[u'Audrey Tautou', u'Gaspard Ulliel', u'Jodie Foster']"
604,7.7,Mysterious Skin,NC-17,Drama,105,"[u'Brady Corbet', u'Joseph Gordon-Levitt', u'Elisabeth Shue']"
605,7.7,Stardust,PG-13,Adventure,127,"[u'Charlie Cox', u'Claire Danes', u'Sienna Miller']"
606,7.7,Black Hawk Down,R,Drama,144,"[u'Josh Hartnett', u'Ewan McGregor', u'Tom Sizemore']"
607,7.7,Paprika,R,Animation,90,"[u'Megumi Hayashibara', u'T\xf4ru Emori', u'Katsunosuke Hori']"
608,7.7,Fear and Loathing in Las Vegas,R,Comedy,118,"[u'Johnny Depp', u'Benicio Del Toro', u'Tobey Maguire']"
609,7.7,Frost/Nixon,R,Drama,122,"[u'Frank Langella', u'Michael Sheen', u'Kevin Bacon']"
610,7.7,Enter the Dragon,R,Action,102,"[u'Bruce Lee', u'John Saxon', u'Jim Kelly']"
611,7.7,Short Cuts,R,Comedy,187,"[u'Andie MacDowell', u'Julianne Moore', u'Tim Robbins']"
612,7.7,A Hard Day's Night,APPROVED,Comedy,87,"[u'John Lennon', u'Paul McCartney', u'George Harrison']"
613,7.7,The Last Samurai,R,Action,154,"[u'Tom Cruise', u'Ken Watanabe', u'Billy Connolly']"
614,7.7,The Station Agent,R,Comedy,89,"[u'Peter Dinklage', u'Patricia Clarkson', u'Bobby Cannavale']"
615,7.7,Zombieland,R,Comedy,88,"[u'Jesse Eisenberg', u'Emma Stone', u'Woody Harrelson']"
616,7.7,Sympathy for Mr. Vengeance,R,Crime,129,"[u'Kang-ho Song', u'Ha-kyun Shin', u'Doona Bae']"
617,7.7,Despicable Me,PG,Animation,95,"[u'Steve Carell', u'Jason Segel', u'Russell Brand']"
618,7.7,Shane,APPROVED,Drama,118,"[u'Alan Ladd', u'Jean Arthur', u'Van Heflin']"
619,7.7,Forbidden Planet,PASSED,Action,98,"[u'Walter Pidgeon', u'Anne Francis', u'Leslie Nielsen']"
620,7.7,Titanic,PG-13,Drama,194,"[u'Leonardo DiCaprio', u'Kate Winslet', u'Billy Zane']"
621,7.7,Gone Baby Gone,R,Crime,114,"[u'Morgan Freeman', u'Ed Harris', u'Casey Affleck']"
622,7.7,The Dinner Game,PG-13,Comedy,80,"[u'Thierry Lhermitte', u'Jacques Villeret', u'Francis Huster']"
623,7.7,Dawn of the Planet of the Apes,PG-13,Action,130,"[u'Gary Oldman', u'Keri Russell', u'Andy Serkis']"
624,7.7,25th Hour,R,Crime,135,"[u'Edward Norton', u'Barry Pepper', u'Philip Seymour Hoffman']"
625,7.7,Ponyo,G,Animation,101,"[u'Cate Blanchett', u'Matt Damon', u'Liam Neeson']"
626,7.7,Shine,PG-13,Biography,105,"[u'Geoffrey Rush', u'Armin Mueller-Stahl', u'Justin Braine']"
627,7.7,The Blind Side,PG-13,Biography,129,"[u'Quinton Aaron', u'Sandra Bullock', u'Tim McGraw']"
628,7.7,Brokeback Mountain,R,Drama,134,"[u'Jake Gyllenhaal', u'Heath Ledger', u'Michelle Williams']"
629,7.7,Cast Away,PG-13,Adventure,143,"[u'Tom Hanks', u'Helen Hunt', u'Paul Sanchez']"
630,7.7,Malcolm X,PG-13,Biography,202,"[u'Denzel Washington', u'Angela Bassett', u'Delroy Lindo']"
631,7.7,Show Me Love,UNRATED,Comedy,89,"[u'Alexandra Dahlstr\xf6m', u'Rebecka Liljeberg', u'Erica Carlson']"
632,7.7,Boy A,R,Drama,106,"[u'Andrew Garfield', u'Peter Mullan', u'Shaun Evans']"
633,7.7,The Warriors,R,Action,92,"[u'Michael Beck', u'James Remar', u'Dorsey Wright']"
634,7.7,Close Encounters of the Third Kind,PG,Drama,137,"[u'Richard Dreyfuss', u'Fran\xe7ois Truffaut', u'Teri Garr']"
635,7.7,Match Point,R,Drama,124,"[u'Scarlett Johansson', u'Jonathan Rhys Meyers', u'Emily Mortimer']"
636,7.7,Training Day,R,Crime,122,"[u'Denzel Washington', u'Ethan Hawke', u'Scott Glenn']"
637,7.7,The Butterfly Effect,R,Sci-Fi,113,"[u'Ashton Kutcher', u'Amy Smart', u'Melora Walters']"
638,7.7,The City of Lost Children,R,Fantasy,112,"[u'Ron Perlman', u'Daniel Emilfork', u'Judith Vittet']"
639,7.7,Billy Elliot,PG-13,Comedy,110,"[u'Jamie Bell', u'Julie Walters', u'Jean Heywood']"
640,7.7,Love Actually,R,Comedy,135,"[u'Hugh Grant', u'Martine McCutcheon', u'Liam Neeson']"
641,7.7,The Producers,PG,Comedy,88,"[u'Zero Mostel', u'Gene Wilder', u'Dick Shawn']"
642,7.7,Harry Potter and the Deathly Hallows: Part 1,PG-13,Adventure,146,"[u'Daniel Radcliffe', u'Emma Watson', u'Rupert Grint']"
643,7.7,The Visitor,PG-13,Drama,104,"[u'Richard Jenkins', u'Haaz Sleiman', u'Danai Gurira']"
644,7.7,Philadelphia,PG-13,Drama,125,"[u'Tom Hanks', u'Denzel Washington', u'Roberta Maxwell']"
645,7.7,Sense and Sensibility,PG,Drama,131,"[u'Emma Thompson', u'Kate Winslet', u'James Fleet']"
646,7.7,Three Colors: White,R,Comedy,91,"[u'Zbigniew Zamachowski', u'Julie Delpy', u'Janusz Gajos']"
647,7.7,La grande bellezza,NOT RATED,Drama,142,"[u'Toni Servillo', u'Carlo Verdone', u'Sabrina Ferilli']"
648,7.7,Primal Fear,R,Crime,129,"[u'Richard Gere', u'Laura Linney', u'Edward Norton']"
649,7.7,Where Eagles Dare,,Action,158,"[u'Richard Burton', u'Clint Eastwood', u'Mary Ure']"
650,7.7,Dazed and Confused,R,Comedy,102,"[u'Jason London', u'Wiley Wiggins', u'Matthew McConaughey']"
651,7.7,Blood Simple.,R,Crime,99,"[u'John Getz', u'Frances McDormand', u'Dan Hedaya']"
652,7.7,This Is England,UNRATED,Crime,101,"[u'Thomas Turgoose', u'Stephen Graham', u'Jo Hartley']"
653,7.7,Fearless,PG-13,Action,104,"[u'Jet Li', u'Li Sun', u'Yong Dong']"
654,7.7,Dangerous Liaisons,R,Drama,119,"[u'Glenn Close', u'John Malkovich', u'Michelle Pfeiffer']"
655,7.7,Saw,R,Horror,103,"[u'Cary Elwes', u'Leigh Whannell', u'Danny Glover']"
656,7.7,Snow White and the Seven Dwarfs,APPROVED,Animation,88,"[u'Adriana Caselotti', u'Harry Stockwell', u'Lucille La Verne']"
657,7.7,Coraline,PG,Animation,100,"[u'Dakota Fanning', u'Teri Hatcher', u'John Hodgman']"
658,7.7,The Hunger Games: Catching Fire,PG-13,Adventure,146,"[u'Jennifer Lawrence', u'Josh Hutcherson', u'Liam Hemsworth']"
659,7.7,Sophie's Choice,R,Drama,150,"[u'Meryl Streep', u'Kevin Kline', u'Peter MacNicol']"
660,7.7,La Vie en Rose,PG-13,Biography,140,"[u'Marion Cotillard', u'Sylvie Testud', u'Pascal Greggory']"
661,7.7,Star Wars: Episode III - Revenge of the Sith,PG-13,Action,140,"[u'Hayden Christensen', u'Natalie Portman', u'Ewan McGregor']"
662,7.7,True Grit,PG-13,Adventure,110,"[u'Jeff Bridges', u'Matt Damon', u'Hailee Steinfeld']"
663,7.7,After Hours,R,Comedy,97,"[u'Griffin Dunne', u'Rosanna Arquette', u'Verna Bloom']"
664,7.7,Frozen,PG,Animation,102,"[u'Kristen Bell', u'Idina Menzel', u'Jonathan Groff']"
665,7.7,Lolita,NOT RATED,Drama,152,"[u'James Mason', u'Shelley Winters', u'Sue Lyon']"
666,7.7,Eastern Promises,R,Crime,100,"[u'Naomi Watts', u'Viggo Mortensen', u'Armin Mueller-Stahl']"
667,7.7,Midnight in Paris,PG-13,Comedy,94,"[u'Owen Wilson', u'Rachel McAdams', u'Kathy Bates']"
668,7.7,The Muppet Christmas Carol,G,Comedy,85,"[u'Michael Caine', u'Dave Goelz', u'Steve Whitmire']"
669,7.7,Who Framed Roger Rabbit,PG,Animation,104,"[u'Bob Hoskins', u'Christopher Lloyd', u'Joanna Cassidy']"
670,7.7,Sympathy for Lady Vengeance,R,Crime,112,"[u'Yeong-ae Lee', u'Min-sik Choi', u'Shi-hoo Kim']"
671,7.7,Grindhouse,R,Action,191,"[u'Kurt Russell', u'Rose McGowan', u'Danny Trejo']"
672,7.7,In a Better World,R,Drama,119,"[u'Mikael Persbrandt', u'Trine Dyrholm', u'Markus Rygaard']"
673,7.7,Blow-Up,NOT RATED,Drama,111,"[u'David Hemmings', u'Vanessa Redgrave', u'Sarah Miles']"
674,7.7,The Secret World of Arrietty,G,Animation,94,"[u'Bridgit Mendler', u'Amy Poehler', u'Will Arnett']"
675,7.7,Kiss Kiss Bang Bang,R,Action,103,"[u'Robert Downey Jr.', u'Val Kilmer', u'Michelle Monaghan']"
676,7.7,Lost Highway,R,Drama,134,"[u'Bill Pullman', u'Patricia Arquette', u'John Roselius']"
677,7.7,Zodiac,R,Crime,157,"[u'Jake Gyllenhaal', u'Robert Downey Jr.', u'Mark Ruffalo']"
678,7.7,Les Miserables,PG-13,Drama,158,"[u'Hugh Jackman', u'Russell Crowe', u'Anne Hathaway']"
679,7.7,Moulin Rouge!,PG-13,Drama,127,"[u'Nicole Kidman', u'Ewan McGregor', u'John Leguizamo']"
680,7.7,Whale Rider,PG-13,Drama,101,"[u'Keisha Castle-Hughes', u'Rawiri Paratene', u'Vicky Haughton']"
681,7.7,End of Watch,R,Crime,109,"[u'Jake Gyllenhaal', u'Michael Pe\xf1a', u'Anna Kendrick']"
682,7.7,Philomena,PG-13,Biography,98,"[u'Judi Dench', u'Steve Coogan', u'Sophie Kennedy Clark']"
683,7.7,Fury,R,Action,134,"[u'Brad Pitt', u'Shia LaBeouf', u'Logan Lerman']"
