Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year
Data Engineer,Full-Time,Entry,Junior,61800,United States Dollar,United States,61800,United States,Medium,2023
Data Architect,Full-Time,Mid,Intermediate,167500,United States Dollar,United States,167500,United States,Medium,2023
Data Architect,Full-Time,Mid,Intermediate,106500,United States Dollar,United States,106500,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,146000,United States Dollar,United States,146000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,75000,United States Dollar,United States,75000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,57000,Euro,Netherlands,59888,Netherlands,Large,2022
Data Engineer,Full-Time,Executive,Director,286000,United States Dollar,United States,286000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,207000,United States Dollar,United States,207000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,223250,United States Dollar,United States,223250,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,178600,United States Dollar,United States,178600,United States,Medium,2023
Director of Data Science,Full-Time,Executive,Director,353200,United States Dollar,United States,353200,United States,Medium,2023
Director of Data Science,Full-Time,Executive,Director,249300,United States Dollar,United States,249300,United States,Medium,2023
Machine Learning Scientist,Full-Time,Mid,Intermediate,230000,United States Dollar,United States,230000,United States,Medium,2023
Machine Learning Scientist,Full-Time,Mid,Intermediate,220000,United States Dollar,United States,220000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,297300,United States Dollar,United States,297300,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,198200,United States Dollar,United States,198200,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,210000,United States Dollar,United States,210000,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,151800,United States Dollar,United States,151800,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,317070,United States Dollar,United States,317070,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,170730,United States Dollar,United States,170730,United States,Medium,2023
Business Data Analyst,Full-Time,Entry,Junior,20000,Euro,Spain,21593,Spain,Medium,2023
AI Developer,Full-Time,Senior,Expert,108000,United States Dollar,Ukraine,108000,Ukraine,Medium,2023
AI Developer,Full-Time,Senior,Expert,60000,United States Dollar,Ukraine,60000,Ukraine,Medium,2023
MLOps Engineer,Full-Time,Mid,Intermediate,134000,United States Dollar,United States,134000,United States,Medium,2023
MLOps Engineer,Full-Time,Mid,Intermediate,124000,United States Dollar,United States,124000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,124500,United States Dollar,United States,124500,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,148700,United States Dollar,United States,148700,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,125600,United States Dollar,United States,125600,United States,Medium,2023
Research Engineer,Full-Time,Entry,Junior,160000,United States Dollar,United States,160000,United States,Medium,2023
Research Engineer,Full-Time,Entry,Junior,120000,United States Dollar,United States,120000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,120250,United States Dollar,United States,120250,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,183000,United States Dollar,United States,183000,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,170000,United States Dollar,United States,170000,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,125000,United States Dollar,United States,125000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,135000,United States Dollar,United States,135000,United States,Large,2023
AI Scientist,Full-Time,Senior,Expert,1500000,Israeli New Shekel,Israel,417937,Israel,Large,2023
Data Engineer,Full-Time,Mid,Intermediate,143865,United States Dollar,United States,143865,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,115092,United States Dollar,United States,115092,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,130000,United States Dollar,United States,130000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,90000,United States Dollar,United States,90000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,173000,United States Dollar,United States,173000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,132000,United States Dollar,United States,132000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,208049,United States Dollar,United States,208049,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,128500,United States Dollar,United States,128500,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,167500,United States Dollar,United States,167500,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,106500,United States Dollar,United States,106500,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,149600,United States Dollar,United States,149600,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,102000,United States Dollar,United States,102000,United States,Medium,2023
Data Scientist,Full-Time,Executive,Director,100000,United States Dollar,United States,100000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,190000,United States Dollar,United States,190000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,106800,United States Dollar,United States,106800,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,90000,Euro,Ireland,97171,Ireland,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,75000,Euro,Ireland,80976,Ireland,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,128000,United States Dollar,United States,128000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,151000,United States Dollar,United States,151000,United States,Medium,2023
Applied Machine Learning Scientist,Full-Time,Entry,Junior,40000,Euro,Germany,43187,Germany,Medium,2023
Data Engineer,Full-Time,Senior,Expert,145000,United States Dollar,Canada,145000,Canada,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,154000,United States Dollar,United States,154000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,143000,United States Dollar,United States,143000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,65000,British Pound Sterling,United Kingdom,79976,United Kingdom,Medium,2023
Data Scientist,Full-Time,Entry,Junior,190000,United States Dollar,United States,190000,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,120000,United States Dollar,United States,120000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,265000,United States Dollar,United States,265000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,235000,United States Dollar,United States,235000,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,112000,Swiss Franc,Switzerland,122638,Switzerland,Large,2023
Data Scientist,Full-Time,Mid,Intermediate,70000,Euro,Germany,73546,Germany,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,60400,United States Dollar,United States,60400,United States,Medium,2023
Lead Data Scientist,Full-Time,Senior,Expert,164000,Euro,Ireland,172309,Ireland,Large,2022
Data Scientist,Full-Time,Mid,Intermediate,56000,Euro,Germany,60462,Austria,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,83500,United States Dollar,United States,83500,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,52500,United States Dollar,United States,52500,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,201036,United States Dollar,United States,201036,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,134024,United States Dollar,United States,134024,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,165000,United States Dollar,United States,165000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,62000,United States Dollar,United States,62000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,58000,United States Dollar,United States,58000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,115000,United States Dollar,United States,115000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,125000,United States Dollar,United States,125000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,90000,United States Dollar,United States,90000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,139500,United States Dollar,United States,139500,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,109400,United States Dollar,United States,109400,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,145000,United States Dollar,United States,145000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,239748,United States Dollar,United States,239748,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,159832,United States Dollar,United States,159832,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,186300,United States Dollar,United States,186300,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,102500,United States Dollar,United States,102500,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,149040,United States Dollar,United States,149040,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,113900,United States Dollar,United States,113900,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,172600,United States Dollar,United States,172600,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,107900,United States Dollar,United States,107900,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,180180,United States Dollar,United States,180180,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,106020,United States Dollar,United States,106020,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,376080,United States Dollar,United States,376080,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,213120,United States Dollar,United States,213120,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,206500,United States Dollar,United States,206500,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,121600,United States Dollar,United States,121600,United States,Medium,2023
Cloud Database Engineer,Full-Time,Senior,Expert,170000,United States Dollar,United States,170000,United States,Large,2023
Applied Machine Learning Scientist,Full-Time,Senior,Expert,90000,United States Dollar,United States,90000,United States,Large,2023
Data Analyst,Full-Time,Entry,Junior,95000,United States Dollar,United States,95000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,275000,United States Dollar,United States,275000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,120000,United States Dollar,United States,120000,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,175000,United States Dollar,United States,175000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,206000,United States Dollar,United States,206000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,130000,United States Dollar,United States,130000,United States,Medium,2023
Data Manager,Full-Time,Senior,Expert,65000,United States Dollar,Colombia,65000,Colombia,Medium,2023
Data Manager,Full-Time,Senior,Expert,48000,United States Dollar,Colombia,48000,Colombia,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,130000,United States Dollar,United States,130000,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,87000,United States Dollar,United States,87000,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,115100,United States Dollar,United States,115100,United States,Medium,2023
Data Engineer,Full-Time,Entry,Junior,73900,United States Dollar,United States,73900,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,47500,British Pound Sterling,United Kingdom,58444,United Kingdom,Medium,2023
Financial Data Analyst,Full-Time,Mid,Intermediate,130000,United States Dollar,United States,130000,United States,Large,2023
Research Scientist,Full-Time,Senior,Expert,141288,United States Dollar,United States,141288,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,94192,United States Dollar,United States,94192,United States,Medium,2023
Data Infrastructure Engineer,Full-Time,Senior,Expert,184000,United States Dollar,United States,184000,United States,Medium,2023
Data Infrastructure Engineer,Full-Time,Senior,Expert,143000,United States Dollar,United States,143000,United States,Medium,2023
ML Engineer,Full-Time,Mid,Intermediate,160000,United States Dollar,United States,160000,United States,Medium,2023
ML Engineer,Full-Time,Mid,Intermediate,147000,United States Dollar,United States,147000,United States,Medium,2023
Software Data Engineer,Full-Time,Mid,Intermediate,100000,Singapore Dollar,Singapore,74883,Singapore,Large,2023
Data Scientist,Full-Time,Mid,Intermediate,1400000,Indian Rupee,India,17025,India,Large,2023
AI Programmer,Full-Time,Entry,Junior,70000,United States Dollar,Australia,70000,India,Large,2023
AI Developer,Full-Time,Entry,Junior,80000,United States Dollar,Sweden,80000,Sweden,Medium,2023
Lead Data Analyst,Full-Time,Mid,Intermediate,1500000,Indian Rupee,India,18241,India,Large,2023
Data Engineer,Full-Time,Executive,Director,210914,United States Dollar,United States,210914,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,116704,United States Dollar,United States,116704,United States,Medium,2023
Analytics Engineer,Full-Time,Mid,Intermediate,185700,United States Dollar,United States,185700,United States,Medium,2023
Analytics Engineer,Full-Time,Mid,Intermediate,165000,United States Dollar,United States,165000,United States,Medium,2023
Data Operations Engineer,Full-Time,Senior,Expert,193000,United States Dollar,United States,193000,United States,Medium,2023
Data Operations Engineer,Full-Time,Senior,Expert,136850,United States Dollar,United States,136850,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,139500,United States Dollar,United States,139500,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,109400,United States Dollar,United States,109400,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,276000,United States Dollar,United States,276000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,55000,Euro,Spain,59382,Spain,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,45000,Euro,Spain,48585,Spain,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,70000,Euro,Slovenia,75577,Slovenia,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,45000,Euro,Slovenia,48585,Slovenia,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,161000,British Pound Sterling,United Kingdom,198094,United Kingdom,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,83300,British Pound Sterling,United Kingdom,102492,United Kingdom,Medium,2023
Data Engineer,Full-Time,Senior,Expert,112700,British Pound Sterling,United Kingdom,138666,United Kingdom,Medium,2023
Data Engineer,Full-Time,Senior,Expert,83300,British Pound Sterling,United Kingdom,102492,United Kingdom,Medium,2023
BI Developer,Full-Time,Senior,Expert,130000,United States Dollar,United States,130000,United States,Large,2022
Data Science Lead,Full-Time,Mid,Intermediate,150000,United States Dollar,United States,150000,United States,Medium,2021
ML Engineer,Full-Time,Senior,Expert,260000,United States Dollar,Canada,260000,Canada,Medium,2023
ML Engineer,Full-Time,Senior,Expert,110000,United States Dollar,Canada,110000,Canada,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,163800,United States Dollar,United States,163800,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,126000,United States Dollar,United States,126000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,106250,United States Dollar,United States,106250,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,167500,United States Dollar,United States,167500,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,106500,United States Dollar,United States,106500,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,250000,United States Dollar,United States,250000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,130000,United States Dollar,Canada,130000,Canada,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,100000,United States Dollar,Canada,100000,Canada,Medium,2023
Deep Learning Researcher,Full-Time,Senior,Expert,115000,Euro,Germany,124163,Germany,Large,2023
Data Science Manager,Full-Time,Mid,Intermediate,104500,United States Dollar,United States,104500,United States,Medium,2023
Data Science Manager,Full-Time,Mid,Intermediate,70000,United States Dollar,United States,70000,United States,Medium,2023
Data Science Consultant,Full-Time,Mid,Intermediate,90000,United States Dollar,United States,90000,United States,Medium,2023
Data Science Consultant,Full-Time,Mid,Intermediate,70000,United States Dollar,United States,70000,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,125000,United States Dollar,United States,125000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,127000,United States Dollar,United States,127000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,210550,United States Dollar,United States,210550,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,153300,United States Dollar,United States,153300,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,200000,United States Dollar,United States,200000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,161500,United States Dollar,United States,161500,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,119500,United States Dollar,United States,119500,United States,Medium,2023
Data Analytics Specialist,Full-Time,Senior,Expert,105000,United States Dollar,United States,105000,United States,Medium,2023
Data Analytics Specialist,Full-Time,Senior,Expert,85000,United States Dollar,United States,85000,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,215000,United States Dollar,United States,215000,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,146300,United States Dollar,United States,146300,United States,Medium,2023
AI Developer,Full-Time,Entry,Junior,200000,Euro,Germany,215936,Germany,Large,2023
Data Engineer,Full-Time,Mid,Intermediate,72000,United States Dollar,Mexico,72000,Mexico,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,60000,United States Dollar,Mexico,60000,Mexico,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,153400,United States Dollar,United States,153400,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,122700,United States Dollar,United States,122700,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,123900,United States Dollar,United States,123900,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,340000,United States Dollar,United States,340000,United States,Medium,2023
Research Scientist,Full-Time,Mid,Intermediate,150000,United States Dollar,United States,150000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,250000,United States Dollar,United States,250000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,60000,Euro,France,64781,France,Medium,2023
Data Analyst,Full-Time,Senior,Expert,185900,United States Dollar,United States,185900,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,121700,United States Dollar,United States,121700,United States,Medium,2023
Software Data Engineer,Freelance,Senior,Expert,50000,United States Dollar,Australia,50000,Nigeria,Medium,2023
Data Analyst,Full-Time,Entry,Junior,100000,United States Dollar,United States,100000,Uzbekistan,Large,2023
Data Engineer,Full-Time,Executive,Director,310000,United States Dollar,United States,310000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,239000,United States Dollar,United States,239000,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,150000,United States Dollar,United States,150000,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,100000,United States Dollar,United States,100000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,149076,United States Dollar,United States,149076,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,82365,United States Dollar,United States,82365,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,40000,British Pound Sterling,United Kingdom,49216,United Kingdom,Medium,2023
Data Analyst,Full-Time,Senior,Expert,85500,United States Dollar,United States,85500,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,97750,United States Dollar,United States,97750,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,116990,United States Dollar,United States,116990,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,82920,United States Dollar,United States,82920,United States,Medium,2023
Machine Learning Scientist,Full-Time,Mid,Intermediate,200000,United States Dollar,United States,200000,United States,Small,2023
Machine Learning Scientist,Full-Time,Mid,Intermediate,125000,United States Dollar,United States,125000,United States,Small,2023
Data Manager,Full-Time,Senior,Expert,155000,United States Dollar,United States,155000,United States,Medium,2023
Data Manager,Full-Time,Senior,Expert,140000,United States Dollar,United States,140000,United States,Medium,2023
Machine Learning Infrastructure Engineer,Full-Time,Mid,Intermediate,205920,United States Dollar,United States,205920,United States,Medium,2023
Machine Learning Infrastructure Engineer,Full-Time,Mid,Intermediate,171600,United States Dollar,United States,171600,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,121500,United States Dollar,United States,121500,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,154000,United States Dollar,United States,154000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,116000,United States Dollar,United States,116000,United States,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,65000,British Pound Sterling,United Kingdom,79976,United Kingdom,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,36050,British Pound Sterling,United Kingdom,44356,United Kingdom,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,105000,British Pound Sterling,United Kingdom,129192,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,260000,United States Dollar,United States,260000,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,30000,United States Dollar,India,30000,India,Medium,2023
Data Analyst,Part-Time,Entry,Junior,34320,United States Dollar,United States,34320,United States,Small,2022
Head of Data,Full-Time,Senior,Expert,70000,Euro,Portugal,75577,Portugal,Large,2023
Data Science Manager,Full-Time,Executive,Director,106000,United States Dollar,Russian Federation,106000,Uzbekistan,Large,2022
Data Analyst,Full-Time,Senior,Expert,122000,United States Dollar,United States,122000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,93800,United States Dollar,United States,93800,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,150000,United States Dollar,Mexico,150000,Mexico,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,90000,United States Dollar,Mexico,90000,Mexico,Medium,2023
Computer Vision Engineer,Full-Time,Entry,Junior,220000,United States Dollar,United States,220000,United States,Medium,2023
BI Data Analyst,Full-Time,Senior,Expert,67000,Euro,Germany,72338,Germany,Medium,2023
AI Developer,Full-Time,Entry,Junior,60000,Euro,Germany,64781,Germany,Medium,2023
Data Analyst,Full-Time,Senior,Expert,1300000,Indian Rupee,India,15809,India,Small,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,175000,United States Dollar,United States,175000,United States,Medium,2023
Data Scientist,Full-Time,Mid,Intermediate,40000,United States Dollar,France,40000,France,Large,2023
Data Science Consultant,Full-Time,Senior,Expert,1000000,Thai Baht,Thailand,29301,Thailand,Medium,2023
Data Analyst,Full-Time,Senior,Expert,152380,United States Dollar,United States,152380,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,121904,United States Dollar,United States,121904,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,168400,United States Dollar,United States,168400,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,105200,United States Dollar,United States,105200,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,128280,United States Dollar,United States,128280,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,106900,United States Dollar,United States,106900,United States,Medium,2023
Lead Data Scientist,Full-Time,Senior,Expert,192000,United States Dollar,United States,192000,United States,Large,2022
Research Engineer,Full-Time,Senior,Expert,100000,Euro,Germany,107968,Germany,Small,2023
Research Engineer,Full-Time,Senior,Expert,80000,Euro,Germany,86374,Germany,Small,2023
Machine Learning Engineer,Full-Time,Senior,Expert,275000,United States Dollar,Germany,275000,Germany,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,174000,United States Dollar,Germany,174000,Germany,Medium,2023
Data Analyst,Full-Time,Senior,Expert,170500,United States Dollar,United States,170500,United States,Medium,2023
Data Manager,Full-Time,Senior,Expert,60027,British Pound Sterling,United Kingdom,73857,United Kingdom,Medium,2023
Data Manager,Full-Time,Senior,Expert,44737,British Pound Sterling,United Kingdom,55044,United Kingdom,Medium,2023
Head of Data Science,Full-Time,Executive,Director,131899,British Pound Sterling,United Kingdom,162288,United Kingdom,Medium,2023
Head of Data Science,Full-Time,Executive,Director,104891,British Pound Sterling,United Kingdom,129058,United Kingdom,Medium,2023
Data Engineer,Full-Time,Senior,Expert,65000,United States Dollar,United States,65000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,124740,United States Dollar,United States,124740,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,65488,United States Dollar,United States,65488,United States,Medium,2023
Data Quality Analyst,Full-Time,Senior,Expert,72200,United States Dollar,United States,72200,United States,Medium,2023
Data Quality Analyst,Full-Time,Senior,Expert,64980,United States Dollar,United States,64980,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,179975,United States Dollar,United States,179975,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,86466,United States Dollar,United States,86466,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,175000,United States Dollar,United States,175000,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,120000,United States Dollar,United States,120000,United States,Medium,2023
Data Manager,Full-Time,Senior,Expert,120000,United States Dollar,United States,120000,United States,Medium,2023
Machine Learning Infrastructure Engineer,Full-Time,Senior,Expert,205920,United States Dollar,United States,205920,United States,Medium,2023
Machine Learning Infrastructure Engineer,Full-Time,Senior,Expert,171600,United States Dollar,United States,171600,United States,Medium,2023
Applied Machine Learning Engineer,Full-Time,Mid,Intermediate,130000,United States Dollar,United States,130000,United States,Medium,2023
Data Scientist,Full-Time,Entry,Junior,168000,United States Dollar,United States,168000,United States,Medium,2022
AI Scientist,Full-Time,Mid,Intermediate,36000,Euro,Spain,38868,Spain,Large,2023
Data Engineer,Full-Time,Senior,Expert,167580,United States Dollar,United States,167580,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,87980,United States Dollar,United States,87980,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,202000,United States Dollar,United States,202000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,104000,United States Dollar,United States,104000,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,230000,United States Dollar,United States,230000,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,148000,United States Dollar,United States,148000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,269000,United States Dollar,Canada,269000,Canada,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,158000,United States Dollar,Canada,158000,Canada,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,197000,United States Dollar,United States,197000,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,106000,United States Dollar,United States,106000,United States,Medium,2023
Deep Learning Engineer,Full-Time,Mid,Intermediate,150000,United States Dollar,United States,150000,United States,Medium,2023
Deep Learning Engineer,Full-Time,Mid,Intermediate,100000,United States Dollar,United States,100000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,290000,United States Dollar,United States,290000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,192000,United States Dollar,United States,192000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,172800,United States Dollar,United States,172800,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,300240,United States Dollar,United States,300240,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,200160,United States Dollar,United States,200160,United States,Medium,2023
Data Manager,Full-Time,Senior,Expert,169000,United States Dollar,United States,169000,United States,Medium,2023
Data Manager,Full-Time,Senior,Expert,100000,United States Dollar,United States,100000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,370000,United States Dollar,United States,370000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,95000,British Pound Sterling,United Kingdom,116888,United Kingdom,Large,2023
Data Analyst,Full-Time,Senior,Expert,110000,United States Dollar,United States,110000,United States,Small,2023
Data Analyst,Full-Time,Senior,Expert,80000,United States Dollar,United States,80000,United States,Small,2023
Data Analyst,Full-Time,Entry,Junior,55000,United States Dollar,United States,55000,United States,Medium,2023
Data Analyst,Full-Time,Entry,Junior,48000,United States Dollar,United States,48000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,137500,United States Dollar,United States,137500,United States,Medium,2023
AI Scientist,Full-Time,Mid,Intermediate,30000,United States Dollar,Ghana,30000,Ghana,Small,2021
Machine Learning Engineer,Full-Time,Senior,Expert,186000,United States Dollar,United States,186000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,153088,United States Dollar,United States,153088,United States,Medium,2023
Data Infrastructure Engineer,Full-Time,Mid,Intermediate,190000,United States Dollar,United States,190000,United States,Medium,2023
Data Infrastructure Engineer,Full-Time,Mid,Intermediate,160000,United States Dollar,United States,160000,United States,Medium,2023
