user_name;stars;country;date;title;text;helpful
Domenico;5;Italy;20 August 2021;Veloce, fluido, batteria da 2 giorni Max. Non sceglietelo per le prestazioni! Alcune rinunce-8,6/10;" Sottotitolo: Il più completo top Samsung al minor prezzo!

Si sente parlare spesso di Best buy provenienti dalla Cina da un paio di anni a questa parte, e spesso si sottovalutano prodotti che hanno dalla loro molte caratteristiche da esprimere e che, a fronte di piccole “perdite” in ambito di scheda tecnica (in termini assoluti), regalano le più alte prestazioni possibili sulla fascia di prezzo nella quale vengono piazzati.

Parlo in questo caso dell’alto-medio di gamma Samsung Galaxy S20 FE (“Fan Edition”)...un dispositivo che è stato creato per dare filo da torcere ai top di gamma degli altri brand concorrenti che a parità di prezzo, spesso hanno degli squilibri notevoli su singole caratteristiche tecniche. Il tutto utilizzando un SoC da sempre bramato dai più agguerriti sostenitori della tecnologia americana di Qualcomm.
La sigla FE sta, quindi, a differenziare gli altri Galaxy della serie 20 venduti in Europa (tra cui l’Ultra, che ha altre, aggiuntive, caratteristiche) da questo dispositivo.

Ho comprato e sto provando questo dispositivo da un bel po' di giorni…

Tanti sono i punti a suo favore, altri invece potrebbero essere una discriminante sulla sua scelta, MA se ci pensiamo bene, magari, troveremo la quadratura del cerchio al netto di piccolissime (e quasi del tutto ininfluenti) rinunce (ammesso ve ne siano!!!).

Premetto che provengo da dispositivi flagship di casa Coreana (entrambe le case in verità), sono passato da S3 ad S5, per approdare poi su S8 (presi quasi sempre nei primi 2 mesi dall’uscita). Un’idea me la sono fatta in questi anni…

#CPU (System On Chip)
Punto forte dell’HW del dispositivo è, dell’americana Qualcomm, il SoC Snapdragon 865, utilizzato in prodotti di fascia alta usciti nell’anno 2020. La sua declinazione specifica è una connessione 5G che, attualmente, ancora non ha preso piede e lascia il tempo che trova (per ora!).

NOTA: la versione liscia dello S20 ha lo stesso processore ma negli Stati Uniti dove contratti con Samsung impongono commercializzazioni di prodotti coreani con componenti provenienti dal “nuovo continente”.

Le sue prestazioni sono paragonabili a quelle viste, per esempio, negli S20, S20+ o Ultra che montano, almeno in Europa SoC Exynos prodotti in casa Samsung (Exynos 990).
Dovendo esser precisi, magari, potremmo trovare prestazioni grafiche simili rispetto alla proposta coreana ma prestazioni computazionali specifiche (nel multicore per esempio) sopra gli Exynos.

L’architettura della CPU è relativa a 3 Cluster eterogenei in linea con il nuovo paradigma di scalo della potenza (leggasi efficienza) che è così composto:
- 1 CPU Kryo 585 a 3,2GHz massimo di frequenza.
E’ il core detto “Prime” al quale è demandato di sprigionare la massima potenza in single core.
Il motore ad alte prestazioni diciamo.
La cache L2 (memoria velocissima che sta di poco sopra i registri del processore e che vi è paragonabile per i tempi d’accesso) è di 512kB.
- 3 CPU Kryo 585 “Gold” (cache L2 di 256kB x 3) sono i processori con frequenza fino a 2,42GHz e verranno sfruttati nella maggior parte dei casi di utilizzo del calcolatore.
- 4 CPU Kryo 585 “Silver” (cache L2 di 128kB x 4) che altri non sono i “motori” a risparmio energetico.
La cache L3 esterna a tutti i core è di 4MB!!!
Mentre i Prime ed i Gold sono derivati dai Cortex A77 di Qualcomm (architetture ARM dalla quale gli Snapdragon riprendono il set ISA di istruzioni “V8”) gli ultimi 4 core Silver sono derivati dall’architettura Cortex A55 (+15% a parità di clock rispetto ai “vecchi” A53).

L’architettura ha quindi una costruzione di cluster di CPU eterogenei connessi da un Bus la cui sincronizzazione è demandata al software.

A coadiuvare l’attività computazionale ci pensano delle NPU (processori che simulano, in maniera semplicistica, le reti neurali del cervello) che aiuteranno il software delle fotocamere a riconoscere le scene e ad applicare la giusta dose di “rendering” (ma non solo).

NON c’è scenario, nell’uso pratico del dispositivo, che possa mettere in ginocchio questo processore!

#Reattività è la parola d’ordine.
Tutto scorre piacevolmente e non si sente frustrazione nell’utilizzo quotidiano. L’apertura delle applicazioni è tendenzialmente immediata (grazie anche ai 6GB di RAM di cui è dotata la macchina).
Pur avendo caricato molte applicazioni che vanno in background se lasciate aperte, al loro richiamo non si sono MAI ricaricate.
Ovviamente non parlo di giochi (seppur ci troviamo di fronte ad un dispositivo che non darà problemi nemmeno con questi applicativi) ma di applicazioni varie: dall’Home Banking alla messaggistica istantanea fino ad arrivare all’immancabile browser (uso Samsung Internet su base Chromium).

#Reattività e operazioni parallele
Tutta questa reattività è data dalle memorie di tipo UFS 3.1 che, nei miei test, hanno portato a trasferimenti sequenziali in lettura oltre 1350MB/s…niente male davvero!
In scrittura il software ha segnato massimo 284MB/s!

Durante installazioni di software, alle prime accensioni, nonostante si stessero effettuando continue letture/scritture, il terminale è risultato sempre fluido, mai un lag o un’attesa di troppo.
Questo è da ricercarci nel BUS di questa tecnologia: si tratta di un trasferimento seriale ad alta frequenza che permette in alternanza solo letture o solo scritture ma ad alto frame-rate che ci farà percepire un parallelismo che in realtà non c’è.

Parlando di Sistema Operativo: si è aggiornato con le patch di Agosto 2021 e la versione di Android è la 11.

# L’interfaccia grafica.
ONE UI 3.1.
La più completa sul mercato oserei dire. Sfido qualcuno a smentirmi! 😊
A parte gli scherzi, Samsung ha lavorato tantissimo sul suo software che rende sempre meglio sui suoi top di gamma, purtroppo.
Questo è uno di quei casi…prestazioni ottime che spesso subisco dei piccoli lag ma, ho notato, che vengono risolti con gli aggiornamenti software (leggasi dentro l’App fotocamera).

Veste grafica migliorata, rispetto alle versioni UI più datate: tema scuro e protezione occhi programmabili, affinamenti che, anche prestazionalmente, rendono il sistema più stabile e ricco di funzionalità (come i vari algoritmi per gestire il consumo energetico), scorciatoie tipiche di Android puro ma implementate in maniera da facilitare l’utente nelle operazioni più tediose…e poi parliamo di estetica, alla fine.
Prima di tutto deve essere un sistema fruibile e mediamente produttivo, Samsung ha rimarcato su questo aspetto, forse scontato per un dispositivo di fascia alta.
Ogni servizio Samsung, di cui molti sono ridondanti o addirittura superflui, è sempre un “plus”…così come le applicazioni del Galaxy Store che saranno utili se sono esclusive (alcune lo sono).
Non dimentichiamoci di Samsung Pay…presente e funzionante! (Knox è il sistema HW che gestisce al sicurezza del dispositivo arrivato alla versione Software 3.7).

# SCHERMO: un pannello Super AMOLED di ottima fattura. Abituato agli SAmoled fin da S3 (…S5, S8…P-Oled come G Flex2) devo dire che ho percepito l’Essenza di contrasti “infiniti”.
L’angolo di visione è praticamente prossimo ai 180°.
Risoluzione FHD+ in rapporto 20:9 riesce ad esprimere fino a 120Hz (valore di rinfrescamento immagine su unità di tempo – in pratica quanti fotogrammi si percepiscono, e si generano, in 1 secondo)…ed è proprio questa caratteristica a donare tutta questa fluidità e reattività soprattutto nello scrolling di menù e pagine web.
La definizione dei colori, quindi la loro profondità arriva fino allo standard HDR10+ (alta gamma dinamica!).
La luminosità?
Questo è uno dei punti di forza.
Preso a confronto un S8 avremo dei picchi di luminosità leggermente superiori (già ottimi all’epoca dell’uscita).
In percentuale potrei asserire che si tratta, test alla mano, di almeno 24% in più di luminosità di picco, rispetto al flagship del 2017, se ci troviamo sotto la luce diretta del sole lasciando il sensore in automatico (condizione che si riflette sul boost della luminosità come condizione necessaria).
S8 Max Auto => 618 nits*
S20 FE Max Auto => 823 nits
A titolo di confronto S20Ultra 5G => 894 nits
(*) 1nits = 1 cd/m2.
Nella pratica cosa significa? Che avremo una leggibilità, se nero su bianco, tale da poter visualizzare testi in chiarezza anche sotto il sole pieno a meno di riflessi sul vetro protettivo del display.

NOTA: il telefono ha una pellicola pre-applicata di buona qualità; non è un vetro spesso 9H ma si presenta come sufficiente per protezione da graffi e con discreto potere “oleofobico”.
NOTA2: il display è dotato di telecamera frontale superiore al centro come una “O”.

Presenza di Always ON attivo con possibilità di accedere alle notifiche direttamente dall’icona.

Doppio TAP per risvegliare/addormentare il dispositivo (utilissimo a non consumare meccanicamente il tasto accensione).
Lettura Impronte digitali ottico sotto al display (gli altri S20 ce l’hanno con tecnologia Ultrasonica!): funziona lo stesso e senza tanti stress.

# NO jack da 3,5mm ma sì a DEX!!!

Altro assente è il jack da 3,5mm!
Una tragedia per me all’inizio…ma ancora oggi.
Questo perché lasciavo sparse per casa cuffie con il jack e spesso se ricevevo chiamate mi agganciavo nel posto dove mi trovavo.
Ora, nella confezione NON troviamo nemmeno un adattatore a tipo-C, ci dovremo procurare delle cuffie nuove oppure delle cuffie senza fili o, al limite, trovare un adattatore per le nostre care e vecchie cuffie preferite.

L’audio che esce dalla porta USB è certamente di qualità: provato con cuffie Pioneer da 200€ ho potuto apprezzare un “32bit/384kHz” (Digital Analog Converter – DAC) come si deve!

L’audio quindi uscirà dalla Type-C con interfaccia 3.2 ed il Desktop mode o uscita A/V con HUB sarà possibile => DEX mode è sia cablato che via Wireless.
DEX è una interfaccia simile a quella che troviamo su KDE di Linux o Windows che ci permette di avere l’esperienza di un PC col solo possesso di uno smartphone.
In pratica se connettiamo l’HUB tipo-C completo potremo avere porte USB standard (tipo-A) per collegamento di periferiche come tastiere e mouse, uscita HDMI per un televisore o monitor, Porta Ethernet 10/100/1000 per la connessione in rete, etc.
NON tutte le applicazioni sono compatibili con questo tipo di interfaccia!
Le più importanti sì, tra cui quelle di produttività della Microsoft (Office).

#Dual Sim o Mono Sim+Espansione?
PRESENTE anche lo slot per la micro SD!!!
Solo che sarà condiviso col secondo slot per la SIM n. 2.
Me ne sono fatto una ragione per via dei 128GB disponibili, che non sono pochi.
Ma ci sono persone che non rinunciano allo storage “in loco”.

Il dispositivo è in ogni caso Dual Sim con entrambe le SIM in 5G (dual standby = alternanza sulla rete veloce da parte delle SIM; se una occupa l’HW, l’altra andrà in Standby).
Io però ne uso una soltanto e non ho fatto test su quest’aspetto.

#Parlando di RICEZIONE: tendenzialmente soddisfacente!
Abituato a S8, G Flex 2, Q8…ho trovato un valido supporto per le zone d’ombra. Si perde difficilmente la linea dove prima con LG faticavo, a parità di operatore; ora sono a livelli di altri top Samsung se non leggermente meglio. Una gradita sorpresa.

Sulle reti Wi-Fi ci si affida alle 2 bande 2,4GHz e 5GHz; anche in zone ostiche la frequenza a 5GHz è risultata OTTIMA dando il massimo in termini di banda data dall’operatore (confronto fatto con altri dispositivi e anche con antenne WI-FI del PC nella stessa posizione).

L’Audio di Vivavoce e Chiamate in capsula mi hanno soddisfatto!

La cosa che forse non mi è piaciuta è il sensore di prossimità “virtuale”. Alcune volte vedo che mentre ce l’ho all’orecchio durante le chiamate lo schermo si accende ma poi con piccoli movimenti il sensore virtuale lo spegne per tempo prima di fare danni col touch e la faccia.

Il dialer (gestione telefonate in entrata e uscita) è forse uno dei migliori per le chiamate: ricerca intelligente numeri e blocco chiamate moleste (o avviso spam) sono ineguagliabili!

#Fotocamera…al limite del soddisfacente.
Tendenzialmente soddisfacente!

Perché?
Abituato alla qualità di S8 con il “punta e scatta”, qui bisogna trovare le impostazioni ideali per ogni scatto per il semplice motivo di avere molte più possibilità di cattura!
- 12 MP, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, Dual Pixel PDAF, OIS
- 8 MP, f/2.4, 76mm (telephoto), 1/4.5"", 1.0µm, PDAF, OIS, 3x optical zoom
- 12 MP, f/2.2, 13mm, 123˚ (ultrawide), 1/3.0"", 1.12µm
Su questa scia ho effettuato 3 scatti con le tre modalità sopra descritte.
Comune minimo denominatore alle prime 2 è la stabilizzazione ottica che ci aiuta a mantenere sempre “la mano ferma”…o quasi!
La si nota quando nel silenzio di una stanza attiviamo la telecamera e sentiremo il motorino interno di messa a fuoco.
La tanto decantata IA ci aiuta ad esaminare la scena e ci permette di impostare in automatico il migliore algoritmo di cattura per scatti definiti e ben bilanciati nella profondità del colore (foto osservate sul PC, sul cellulare spesso possono apparire più sature per via dello schermo Amoled).

Le foto sono molto buone, al limite del soddisfacente.
Se lo contestualizziamo con i competitor intorno a 500-600€, potremo dire che le foto sono da 8,6/10!
I 3 sensori, per me, sono solo un surplus in genere, ma qua con la stabilizzazione ottica e il teleobiettivo con zoom a 3X ottico è tutta un’altra storia!
Non si rinuncia alla totale qualità degli ingrandimenti che verranno coadiuvati anche dall’HW oltre che dal software.
Si ha una gestione migliore dei colori e della definizione dei contorni (con rumore ridotto dall’algoritmo del firmware).
Di giorno escono foto più che rispettabili in ogni caso (anche con giornate “uggiose”).
La luce artificiale, unita alla IA illumina la scena regalando colori più saturi, però durante gli scatti con poca luce dovremo tenere fermo per qualche secondo il cellulare per permettere di raccogliere informazioni al sensore per poi dare il risultato finale (specialmente con la fotocamera anteriore).
In generale la velocità di scatto è al top.
Esiste anche una modalità manuale con i parametri più comuni per una fotocamera detta “PRO”.
Non solo…Super Slow-Motion, Video PRO, Panorama, Rallentatore, Hyperlapse e molto altro.

Se l’intelligenza artificiale individua un testo ci suggerirà di scattare in modalità DOCUMENTO, sistemandolo in orizzontale o verticale con relativo ritaglio…una cosa utilissima e senza bisogno di app terze!

La fotocamera anteriore è anch’essa, più che discreta, ma di sera con poca luce diventa poco gestibile. Ha una sorta di grandangolo “soft” per autoscatti per più soggetti (2 massimo 3 al netto di un bastone da selfie).

I video: NON sono stabilizzati otticamente SOLO EIS (Elettronicamente) ma c’è un software che “croppa” le immagini per ritagliarle in modo da farle sembrare meno mosse.
L’effetto è encomiabile vista l’assenza di HW dedicato alla stabilizzazione del sensore fisico.
Avrei preferito però una camera con OIS in ogni caso.
Per la cifra spesa, speravo in un “tutto e di più”.

# BATTERIA.
NON Incredibile, ma più che discreta autonomia.
Soli 4500mAh, ma capaci di far durare anche 2 giorni interi il nostro dispositivo.
Nel mio utilizzo, dal 100% al 40% ho fatto (coincidente con un uso intenso in 1 g.):
- 3h 30m circa di schermo acceso
- 1h 15m di chiamate
- Circa 30 minuti di Fotocamera
- 25 minuti di Browser
- 24h di standby
Questo con 3 caselle mail, di cui 2 in push, servizi di videosorveglianza attiva e utilizzo di instant messaging (da Hangout a Whatsapp passando per Skype).

Promossa la batteria ma mi sarei aspettato qualcosa in più visto il SoC utilizzato che è costruito con processo fotolitografico a 7nm (nano metri = 1 miliardesimo di metro).

Menzione di ‘DI’sonore a parte per il trasformatore dato in dotazione: soltanto 15W di potenza dissipata che si traducono in cariche di 1,5 ore partendo da circa il 20%.
La ricarica “fast” si attiva quando il telefono lo ritiene opportuno attraverso monitoraggi di temperatura e carichi di lavoro per evitare surriscaldamenti e deterioramenti.
Purtroppo da un “top” di gamma della serie “S” mi sarei aspettato, vista la concorrenza, un caricatore che sprigionasse almeno 22W che permettesse di ricaricare interamente entro un’ora!

#Qualità costruttiva.
Il colore scelto è il rosso.
Bellissima la cornice (che mantiene la struttura interna) in metallo lucidato.
La back cover è soltanto in policarbonato ma con un trattamento di satinatura metallizzata (sembra paradossale) rossa che sinceramente ho preferito tantissimo.

L’ho preferita soprattutto perché il posteriore del cellulare in vetro raddoppia la probabilità di rotture. Il policarbonato è più resistente.

# Conclusioni.
Il dispositivo si trova intorno alle 600€, anche meno (se garanzia non Italia). E’ la versione 5G.
Ha performance altissime, di fascia alta (o ex fascia alta) ma non mostra il fianco con nessun applicativo.
Ricezione e parte telefonica le ho promosse alla grande, così come il dialer per la gestione delle chiamate.
L’audio è buono, superiore alla media dei competitor, soprattutto se usiamo cuffie a filo.
Abbiamo lo slot per le schede microSD e NON c’è il jack da 3,5mm. All’assenza del secondo ancora non mi sono abituato! L’adattatore per riutilizzare le nostre migliori cuffie è d’obbligo.
Fotocamera buonissima in senso assoluto: buona se la guardiamo su specifici ambiti. Video Non stabilizzati otticamente (solo EIS) ma decisamente validi (parliamo pur sempre di un dispositivo di fascia medio-alta).
Avrei preferito 8GB di RAM invece di 6GB, solo per una questione di obsolescenza da allontanare il più possibile.
Autonomia buona se si guarda alla sola capacità della batteria di 4500mAh: minimo 1,5 giorni a salire (almeno per il mio utilizzo). E’ quello che cercavo da anni…
Software: stabile, completo, aggiornato; il task manager NON è molto aggressivo con applicazioni di notifica su smartwatch e per fortuna non dovremo romperci la testa per cercare di far pervenire notifiche sui nostri smartwatch.

Voto: al netto dei difetti/”rinunce” do 8,6/10 per un dispositivo aggiornato, competitivo verso i nuovi Samsung serie S(21) oppure A o altri competitori come Xiaomi della fascia che vanno intorno ai 600€.
E’ questo, a mio avviso, il vero best buy (anche con le suddette rinunce).";33
francesco;5;Italy;10 November 2020;Il miglior S20 di sempre;"Parto subito col dire che ero alla ricerca di uno smartphone android da inizio anno più o meno. Tutti, per un motivo o per l'altro erano da scartare. Chi per lo schermo, chi per la fotocamera, chi per il SOC, chi per problemi vari.
Questo Samsung è invece praticamente perfetto, e ora andrò nel dettaglio del perché:

SOC: partiamo dal system on chip. Finalmente, finalmente samsung abbandona quella ciofeca di exynos per lo snapdragon 865. Lo hanno chiamato Fan Edition perché evidentemente ""ok ok l'exynos fa schifo ma ormai lo abbiamo messo in tutti i nostri smartphone per l'Europa"" era troppo lungo. Comunque, il telefono è estremamente reattivo, non si impunta mai e gestisce bene ogni cosa. I 6GB di ram sono ok, il minimo sindacale in un top di gamma 2020. Forse 8GB sarebbero più adeguati. 4,5/5

SCHERMO: Davvero una bellezza. Non sarà luminoso come quello dei fratelli maggiori, ma in pieno sole conserva un'ottima visibilità. Il pannello AMOLED è perfetto nella resa cromatica, nessun difetto o tendenza ad un colore, nemmeno agli angoli estremi di visuale. I 120Hz sono una bellezza, e la differenza soprattutto nei giochi si vede eccome. Come sempre samsung una garanzia sugli schermi. 4,5/5

BATTERIA: ti porta a sera senza particolari difficoltà, merito soprattutto dello snapdragon, meno avido di energia. Presente la ricarica rapida (disabilitabile per chi come me la trova priva di senso, e un modo molto efficace per uccidere la batteria molto velocemente), la ricarica wireless e la ricarica wireless inversa. Oh, e cosa non scontata ultimamente, il caricabatteria è incluso in confezione! 4/5

CONNETTIVITÀ: la ricezione è ottima, e la connettività in generale completa. Un plus per la possibilità di connettere il telefono al pc integrata nel sistema operativo. E samsung Dex è veramente comodo, un po' da raffinare ma l'idea di per sé è eccellente. 4,5/5

SISTEMA OPERATIVO: la one ui è fluida, ed estremamente personalizzabile. Molto meno pesante che in passato, anche se qualcuno potrebbe opinare che è comunqur lontana dall'esperienza android stock, ma io non sono tra quelli. Adoro perdermi nelle decine di opzioni e piccole features non sbandierate. Finalmente Samsung permette di cancellare quasi tutto il bloatware che mette nei telefoni, brava. L'integrazione con Microsoft non è ancora spiccatissima, ma si inizia a far sentire (backup in onedrive, connessione al pc). Ben venga. 5/5

FOTOCAMERA: quello che poteva essere il punto debole di questo telefono, nell'utilizzo si è dimostrato invece un punto di forza. Non ci sono sensori da mille megapixels, né lidar, tof, autofocus laser. C'è invece un ultra wide molto nitido, un wide davvero ottimo in tutte le condizioni di luminosità e un tele 3x che fa il suo lavoro molto bene, posto che ci sia abbastanza luce. Sono rimasto piacevolmente stupito, soprattutto dall'app camera, di facile utilizzo e comunque completa. 4,5/5

AUDIO: Semplicemente sbalorditivo. Talmente potente che quando si è vicini dà quasi fastidio, il suono esce molto pulito e nitido. I bassi scarseggiano un po', ma ehi, sempre un telefono è. È presente anche la tecnologia Dolby Atmos per una ancor migliore esperienza. Assente invece il jack audio, ma ormai è diventato più unico che raro nei telefoni moderni. Pazienza. 5/5

CONCLUSIONE: Il miglior s20 che i soldi possono comprare, forse il miglior smartphone android di quest'anno. Samsung dovrebbe ascoltare i ""fan"" prima di fare 5 modelli inutilizzabili in metà del globo. Ma in questo caso non si può che farle i complimenti.";26
Jacopo Simeoni;5;Italy;28 October 2020;MI PIACE DA MATTI!;"Ha sicuramente le sue pecche rispetto ai modelli di fascia più alta, diciamo qualche mancanza come il display che ha una risoluzione fino al FHD+ e una luminosità inferiore rispetto agli altri modelli, è partito con dei difetti iniziali riguardanti il touchscreen che con un aggiornamento software è stato risolto. Finito di parlare di ciò che gli manca è ora di parlare di cos'è capace: reparto fotocamere da brivido, ottima batteria e prestazioni dato anche dal processore Snapdragon 865 5g (a differenza della variante 4g con Exynos), anche se meno luminoso sotto la luce del sole si vede benissimo anche con gli occhiali da sole e i preferisco i 120hz ai 4k di risoluzione, sensore di impronte sotto il display (un must have per quanto riguarda la comodità), un comparto audio potente e stereo, insomma non trovo rinunce in questo dispositivo. Punto forte è il prezzo che rispetto a quello che da è molto azzeccato. Ultimo appunto è sul retro fatto in ""Glastic"" che preferisco nettamente al vetro, perché rende il telefono più leggero e più resistente agli urti non penalizzando l'estetica, sembra vetro satinato. Gran bel lavoro Samsung, finalmente ascolti gli utenti.";5
Alessio;5;Italy;28 October 2020;Il miglior S20 che ci sia;Con questo S20 FE 5G Samsung ha fatto un passo in avanti, si può dire che è il cellulare Android che tutti stavamo aspettando. Non mi soffermo molto sui dettagli, ma sono pienamente soddisfatto di questo smartphone. Se volete maggiori dettagli vi consiglio di cercare le videorecensioni online che per me sono risultate fondamentali per l'acquisto. Amazon come sempre impeccabile nella spedizione ordinato e consegnato il giorno dopo!;3
ᚱ;4;Italy;11 January 2021;L'hardware non è l'unica cosa che conta;"Acquistato per cambiare un Pixel 4, dopo aver studiato i vari competitor ho dato una chance a Samsung.
Ottimo kit di hardware, dal processore alla fotocamera, buona RAM, e archiviazione più che sufficiente, considerato anche lo slot per la SD. Purtroppo il software è pesante e macchinoso, troppo per chi viene da Android stock, reso un'oretta dopo aver terminato il passaggio dati.
Per ora tengo il Pixel e considero un passaggio ad Apple, nell'ottica di preferire chi costruisce la macchina e sviluppa il software nella stessa baracca.
Per chi viene da Android non stock è certamente un terminale eccellente.";1
S.M.;4;Germany;14 July 2022;achtung! Adapter nicht dabei! Produktbeschreibung in der Hinsicht falsch!;Gerät ist das, was ich haben wollte, aber wie in einer anderen Rezension schon festgehalten: es fehlt der Adapter für das Ladekabel, obwohl er laut Produktbeschreibung mitgeliefert wird. das ist vor allem deswegen ärgerlich, weil die beschenkte Person noch keinen hat und wir somit jetzt erst einen extra besorgen müssen. was das Gerät angeht, sollte die verbaute Leistung für den Normalgebrauch reichen. der primedaydeal war für das, was drinsteckt echt super. da die Produktbeschreibung irreführend ist, gibt es nur 4 sterne. Amazon! hier bitte nachbessern!;12
Noel Capó Fuentes;4;Spain;23 September 2022;Solvente.;"Compramos este terminal para sustituir el Galaxy S9 plus de mi mujer. Queríamos que fuera Samsung de nuevo que tuviera una potencia parecida al procesador del propio Galaxy S9 y las ventajas que tiene el ecosistema de Samsung como Samsung pay o Samsung kids.
Tiene pago con móvil, el móvil va bastante bien, la autonomía es bastante elevada, la carga rápida no es muy rápida y la cámara es bastante correcta haciendo fotos pero un poquito lenta. Quizás en la parte que esperaba más es en la pantalla que al ser un samsung normalmente suelen tener muy buenas pantallas pero en este caso es un panel IPS que si lo miras de frente se ve bastante bien pero como lo mires de lado flojea bastante. Por menos de doscientos euros puede ser una buena compra.";8
A.S;3;Germany;24 October 2022;Schlechtes Smartphone;"Ich habe mir das Samsung Galaxy M23 5G Gekauft weil mir mein Huawei P30 Kaputt gegen ist.
Das Samsung Galaxy M23 5G Habe ich Jetzt fast seit 1 Monat am Start und es Gibt Nicht viel dazu zusagen. Hier eine Pro und Contra Liste

Pro+
+Es ist schön mit seiner 6,6Zoll Größe.
+Hat eine Schöne Farbe.
+Es ist sehr schnell aufgeladen.
+120Hz Display vorhanden
+Sehr Schneller Fingerabdrucksensor
+Man Kann Micro-SD und Nano Sim Gleichzeitig nutzen

Contra-
-Nur 4GB Arbeitsspeicher / 6GB Sollten Mindestens verbaut werden
-Die Kameras Sind ok Aber nicht sehr gut
-Das Samsung Galaxy M23 5G hat Leider viel performance Probleme Der Qualcomm Snapdragon 750G Sollte Eigentlich schnell sein Die Adreno 619 ist für aktuelle Spiele mehr als Ausreichend aber Es Kommt Leider Sehr oft zu verzögerung beim Apps Öffnen und Schlißen genau so wie bei denn Meisten Spiele kommt es sehr oft vor das sie Ruckeln also ich sage mal so bei ein QS750G und Adreno 619 und 120HZ Solltet es top laufen aber leider ist wie gesagt leigt es an denn Speicher 4GB sind zu wenig da 2,1 bis 2,2GB schon Vergeben sind und 2GB nur zum Spiele viel zu wenig.
-Mobilfunknetzwerk und Empfangsstärke sind leider immer sehr Niedrig bei mein P30 war es immer Voll
-Kein Netzteil dabei

Also ich Persönlich würde ich das Samsung Galaxy M23 5G Nicht Nochmal kaufen da es wie gesagt sehr viel performance probleme hat. Legt Lieber euch ein wenig mehr geld an und kauft euch eins mit mehr Speicher da es wie gesagt Viel zu wenig ist.";4
Passt super;5;Germany;19 June 2022;Adapter hat gefehlt.. Gutschein erhalten;Der Adapter hat gefehlt. Nach kurzem Chat habe ich einen Gutschein als Entschädigung erhalten. Hat super geklappt;9
Raquel;5;Spain;19 March 2023;Móvil impresionante;Excelente móvil. Cámara increíble con una calidad de imagen de fotógrafo profesional. Muy rápido en todo. Vuela con todas las aplicaciones. No trae cargador pero con uno compatible universal de otro móvil carga. Mucho espacio. Tiempo de carga unas 2,50 horas. Excelente audio e imagen. Un 10 en todo.;1
Jumper;5;Italy;1 March 2023;Perfetto;"Nulla da dire, ottimo telefono e batteria ECCELLENTE.
Samsung è sempre una garanzia.
Consiglio l'acquisto";0
Lucasbrigante;5;Italy;21 December 2022;Arrivato come previsto...nascosto bene agli occhi indiscreti.;"Non l ho provato è un regalo...
Per ora tutto ok, come accordato...
Il resto in seguito..
Soddisfatto.";0
roberta s.;5;Italy;23 February 2023;SODDISFATTA;"L'ho preso per mio figlio che spesso rompe il telefono perche' gli cade volevo un buo prodotto a buon mercato
basta iphone costosi!! Mi sembra faccia il bene il suo lavoro
SODDISFATTA !";0
paolo fedi;1;Italy;11 March 2023;Arriva senza caricabatteria solo un cavetto;Arriva senza caricabatteria, solo un cavetto di connessione femmina femmina ad un ipotetico caricabatteria.;0
Elisabetta;5;Italy;20 March 2023;Cellulare;Acquistato per mia mamma, prodotto perfetto, schermo touche perfetto, ottimo acquisto;0
Jose adonay flores;4;the United states;4 December 2021;Excelente producto, lo único malo que no trae su embalaje original;Muy buen producto,nuevo pero no viene en su caja original;0
Ivantiroideo;3;Italy;26 May 2020;Rapporto qualità-prezzo buono ma non lo acquisterei nuovamente;"Per questo prezzo è veramente ottimo. Sono un cliente Doogee, questo è il mio primo non rugged phone. Talvolta il touch non funziona se non hai il telefono in mano, un fatto veramente curioso che, per quanto mi riguarda, non pregiudica l'uso.

Aggiornamento recensione:
Carino ma troppo limitato a livello di prestazioni.

Aggiornamento recensione 2: praticamente inutilizzabile dal momento in cui il display touch si blocca appena il processore è sotto sforzo. Quindi praticamente in continuazione. Lo restituisco.";1
Marius;1;Italy;30 December 2019;Bello, peccato abbia delle pecche molto gravi;Molto bello, pratico e semplice, ha solo il difetto che mancano delle App. essenziali come ad esempio la cartella immagini e Fotografie, le foto le fa ma non sai dove le appoggi, l'audio accettabile... poco pagare e poco avere, avevo già preso in passato questa marca, ed ogni volta ho dovuto restituirlo perchè presentava dei problemi, vedo che non hanno fatto miglioramenti in merito, un vero peccato poichè si presentano bene, come muletto di riserva sarebbero ottimi dato il prerzzo contenuto.;2
anyonio;5;Italy;15 March 2020;per quanto costa è imbattibile;arrivato prima dei empi previsti, bell'aspetto estico, bel rapporto schermo.peccato c he il mio presentava dei piccolissimi puntini sul display. grazie ad amazon mi è stato sostituito e credo di ricomprarlo;0
luca toffalini;5;Italy;19 June 2020;ottimo;Perché spendere una follia? Questo telefono offre un rapporto qualità prezzo davvero impareggiabile;0
Tiziano;5;Italy;19 October 2019;qualità prezzo;"Mi è piaciuta molto la linea senza angoli e fine x ora funziona molto bene.
Soddisfatto dell'acquisto.";2
Cliente Amazon;5;Italy;22 July 2019;Ottimo e molto elegante;Ottimo Smartphone. Sono pienamente soddisfatta. Ottimo per i social, email, giochini. / Ideale per chi nn ha molte pretese . Prezzo ottimo;0
jepa;5;Germany;25 July 2019;Top;Super Handy bin mega zufrieden Bis her;0
luis pineda martinez;2;Spain;6 October 2019;La bateria;La batería no está muy bien...;0
